ID,Age,Age_gr,Gender,Work_Experience,Family_Size,Ever_Married,Graduated,Profession,Spending_Score,Var_1,Segmentation
466371,19,20,1,1,4,1,1,6,2,2,D
467717,66,70,0,0,5,2,1,3,1,4,B
464917,76,70,0,null,1,2,1,8,2,4,D
466031,30,30,0,6,1,1,1,4,2,6,A
467039,26,30,1,9,2,2,1,7,0,6,A
464334,33,40,0,1,3,1,2,6,2,6,D
459185,25,30,0,5,1,1,2,4,2,6,D
460580,27,30,0,9,2,2,1,3,2,3,D
464808,42,50,1,1,4,2,1,4,2,4,A
465583,35,40,1,2,2,1,2,1,2,6,A
462042,29,30,0,0,3,1,1,6,2,6,D
460013,68,70,0,2,3,1,1,0,2,7,D
461776,72,70,1,0,4,2,1,3,1,4,B
467251,21,30,0,1,6,1,1,3,2,6,C
464937,50,50,1,0,2,2,2,1,2,4,D
464072,49,50,1,1,2,2,2,5,2,6,A
460836,33,40,0,6,2,2,1,1,0,6,C
467323,52,60,0,7,4,2,2,1,0,6,C
464245,89,70,0,2,1,2,2,8,2,6,A
459030,46,50,1,6,6,2,1,5,1,6,C
459059,87,70,1,null,2,2,1,5,1,6,A
460926,50,50,1,1,4,2,2,1,0,4,B
463803,30,30,0,0,2,1,2,4,2,6,D
466540,22,30,1,2,2,1,1,6,2,4,D
459083,58,60,1,8,3,2,2,1,0,0,C
467699,32,40,0,0,2,2,2,2,0,4,C
465773,29,30,1,8,4,1,1,4,2,6,D
464984,32,40,1,1,1,1,2,1,2,6,D
466215,53,60,1,3,4,2,2,1,0,6,C
460508,27,30,1,2,3,2,2,6,1,3,D
460229,68,70,0,2,2,2,2,8,1,6,C
459735,43,50,0,null,1,1,1,1,2,6,B
459289,39,40,1,1,1,1,2,2,2,6,A
461853,20,20,1,6,3,1,1,6,2,6,D
465345,40,40,0,0,null,1,2,1,2,6,B
464513,38,40,1,6,3,2,2,5,1,6,B
465806,26,30,0,0,2,1,2,9,2,3,A
463534,31,40,0,1,4,1,2,3,2,4,A
467053,22,30,1,6,4,1,1,6,2,6,D
459730,35,40,1,1,2,2,1,0,2,6,D
464269,37,40,1,0,null,1,2,4,2,1,A
466839,26,30,0,8,2,1,1,7,2,6,D
466510,51,60,1,6,1,1,2,1,2,6,A
464299,35,40,0,12,3,1,2,1,2,6,A
463773,36,40,1,9,2,2,2,1,0,6,C
462133,46,50,0,9,3,2,2,2,1,2,A
466895,46,50,1,null,1,2,2,9,2,6,D
460848,53,60,1,10,3,2,1,4,0,6,A
459324,18,20,0,1,3,1,1,6,2,6,D
467214,26,30,1,0,4,1,1,3,2,3,D
462009,32,40,0,8,2,2,2,6,1,2,A
464929,69,70,1,0,3,2,1,2,0,4,B
463149,60,60,1,3,2,2,2,1,0,6,C
463447,60,60,1,0,2,2,1,3,0,6,B
464833,51,60,1,null,9,2,1,5,2,4,D
462088,26,30,1,0,2,2,2,1,0,6,C
459992,48,50,1,1,1,1,2,1,2,6,B
462270,51,60,1,1,4,2,2,2,0,6,B
466711,72,70,1,1,4,2,1,5,1,6,B
459614,43,50,0,1,2,1,2,1,2,6,B
459850,35,40,1,0,1,1,2,1,2,6,B
460665,29,30,1,5,1,1,1,4,2,6,D
462841,19,20,1,8,6,1,1,6,2,6,D
461761,27,30,0,0,8,1,2,6,2,6,C
461573,40,40,0,1,5,1,2,3,2,6,C
463199,52,60,0,1,3,2,2,1,2,4,A
465317,23,30,1,0,4,1,1,6,2,4,D
461832,31,40,1,null,3,1,2,6,2,6,C
464596,35,40,0,0,2,2,2,5,2,6,B
466059,25,30,1,1,2,2,1,4,0,4,A
463104,47,50,0,0,1,2,1,8,2,6,A
459990,37,40,1,1,2,2,2,6,0,6,A
463330,20,20,1,1,4,1,1,6,2,6,D
459893,68,70,0,null,2,2,1,8,0,6,D
467212,28,30,0,1,3,1,2,2,2,6,B
460913,22,30,1,1,5,0,1,6,2,4,D
462266,25,30,1,8,5,1,2,2,2,6,D
461020,20,20,0,null,null,0,1,0,1,3,D
462838,32,40,0,0,3,2,2,7,2,5,B
460159,18,20,0,1,7,1,1,4,2,2,B
460974,79,70,1,1,1,2,1,8,2,6,D
460312,36,40,0,7,5,1,2,4,2,0,D
459919,49,50,0,0,1,1,2,1,2,4,B
467381,49,50,1,0,4,2,2,4,2,6,B
461707,45,50,0,1,4,2,2,1,0,6,C
462461,28,30,1,1,3,1,2,2,2,6,D
465378,57,60,0,4,null,2,2,1,0,6,C
459533,41,50,0,1,1,1,2,1,2,6,A
461091,37,40,0,3,3,2,2,1,0,3,B
466467,36,40,0,1,3,2,2,1,0,3,B
462476,45,50,1,4,2,2,2,1,0,6,C
459197,39,40,0,0,2,2,2,0,0,6,A
464357,40,40,1,7,1,1,2,1,2,6,A
459915,29,30,0,1,3,1,2,6,2,4,D
459547,89,70,1,null,2,2,1,8,2,6,B
463319,73,70,0,1,3,2,1,8,1,6,B
466323,28,30,1,4,1,1,1,2,2,3,B
459363,53,60,1,2,1,1,2,1,2,6,A
464700,25,30,1,2,null,1,1,2,2,4,D
461794,19,20,0,5,5,1,1,6,2,2,D
462563,52,60,0,0,2,2,2,1,0,6,C
465922,31,40,0,9,3,1,2,6,2,6,D
464341,35,40,1,2,2,1,2,1,2,6,A
467529,47,50,1,null,2,2,2,1,0,6,B
464294,68,70,1,1,2,2,1,5,1,6,C
461923,42,50,0,2,2,2,2,1,0,6,C
466843,38,40,0,13,null,1,1,7,2,6,A
462880,25,30,1,1,3,2,1,5,1,6,B
464402,37,40,1,7,1,1,2,4,2,6,A
462596,31,40,0,0,null,1,1,6,2,4,D
466841,21,30,1,1,6,1,1,6,2,4,D
464536,28,30,1,0,3,2,2,1,0,6,A
462765,50,50,0,1,8,2,2,1,1,6,B
461364,46,50,0,0,2,1,1,2,2,6,B
465836,19,20,1,13,3,1,1,5,2,7,D
465208,37,40,1,1,2,2,2,1,0,6,C
460416,28,30,1,14,1,1,2,6,2,6,D
459787,71,70,1,0,1,2,1,8,2,6,A
464276,66,70,0,0,2,2,1,9,1,1,C
460560,57,60,0,9,2,2,2,7,0,3,C
467449,86,70,0,1,2,2,2,8,2,6,C
467625,40,40,0,0,2,2,2,1,0,6,A
460559,49,50,0,8,1,1,2,6,2,3,D
463847,41,50,1,2,3,2,1,1,0,6,C
464669,42,50,0,0,4,2,1,3,2,4,D
465472,87,70,0,null,3,2,1,4,1,6,A
461393,80,70,0,6,2,2,2,1,0,6,C
463141,60,60,1,null,1,2,2,1,2,3,A
464149,38,40,1,1,4,2,2,1,0,6,C
461777,74,70,0,1,2,2,2,8,1,6,A
464505,30,30,0,9,5,1,1,2,2,6,D
463345,20,20,0,4,4,1,1,6,2,6,D
459609,43,50,0,1,1,1,2,1,2,4,A
465412,32,40,1,7,4,1,2,2,2,6,D
465195,53,60,1,1,3,2,2,5,1,6,B
462550,23,30,0,2,6,1,1,6,2,1,D
466896,52,60,1,7,1,2,1,1,2,6,C
463851,45,50,0,4,4,2,2,1,0,2,C
462452,22,30,1,1,null,1,1,6,2,4,D
464399,63,70,1,0,5,2,1,4,0,6,C
462257,81,70,0,null,2,2,2,8,1,6,A
464782,35,40,1,0,3,2,1,9,2,4,D
465624,39,40,1,8,3,1,2,1,2,6,C
462508,37,40,1,0,7,2,2,6,2,4,D
465085,83,70,1,null,2,2,2,8,1,6,A
462872,47,50,0,10,2,2,1,3,2,3,D
467535,65,70,1,1,2,2,2,8,1,6,A
465793,25,30,1,1,5,1,1,6,2,4,C
465892,40,40,1,9,3,1,2,1,2,6,A
463666,27,30,1,0,6,1,2,5,2,6,D
459015,19,20,1,0,3,1,1,6,2,6,D
459699,61,70,0,9,3,0,2,3,0,6,B
466189,56,60,0,0,2,2,2,1,0,3,C
466348,53,60,1,1,2,1,2,1,2,4,C
459461,39,40,0,0,1,2,2,1,2,1,C
460620,55,60,1,0,4,2,2,4,0,3,C
463318,65,70,1,0,2,2,2,8,2,1,A
462626,26,30,0,0,6,1,2,3,2,4,B
467554,28,30,0,1,3,1,2,6,2,6,D
463502,40,40,1,null,4,2,2,5,1,6,A
466651,40,40,1,5,1,1,1,4,2,3,A
466885,42,50,1,1,4,2,1,5,0,6,B
467439,37,40,1,1,4,2,2,4,2,6,A
461749,22,30,0,0,5,1,1,6,2,6,D
467134,33,40,0,0,5,2,1,6,2,5,D
462753,28,30,1,0,3,2,1,5,0,6,D
462259,51,60,1,null,2,2,2,1,2,6,B
463537,32,40,0,1,3,1,2,6,2,6,D
463217,33,40,0,2,1,2,2,6,1,5,A
463689,40,40,0,1,null,2,2,2,2,6,B
466380,36,40,1,5,2,2,2,4,2,6,A
463101,27,30,0,8,1,1,1,7,2,6,D
466366,18,20,1,0,3,1,1,6,2,2,D
463864,81,70,1,null,2,2,1,5,1,6,B
465716,59,60,0,0,2,1,2,1,2,6,C
463014,53,60,1,0,3,2,2,5,1,6,B
459808,38,40,1,null,4,2,1,2,0,6,B
462443,20,20,1,1,2,1,1,6,2,4,D
460453,40,40,0,7,1,1,2,2,2,6,A
466485,37,40,1,9,2,2,2,5,1,3,A
467445,31,40,1,8,2,2,1,2,2,2,A
459448,40,40,1,null,3,2,2,5,1,6,C
463500,35,40,1,0,4,2,2,5,1,6,A
461507,35,40,1,0,2,2,2,4,2,6,D
465918,39,40,0,5,3,1,2,1,2,6,B
467533,79,70,1,2,1,2,2,8,2,6,D
467029,42,50,1,8,2,2,2,1,0,6,C
465749,42,50,1,1,3,2,1,3,0,6,C
460768,32,40,0,9,4,1,1,3,2,5,A
460146,52,60,0,1,3,2,2,3,0,3,A
464998,59,60,1,1,2,2,2,1,1,6,C
467715,51,60,1,4,3,2,2,5,1,6,C
462201,32,40,0,0,1,1,2,6,2,4,D
467454,49,50,1,1,1,2,2,1,2,6,A
460645,40,40,0,1,2,1,1,2,2,3,C
465129,61,70,0,3,1,1,2,4,2,6,A
464264,86,70,0,8,2,2,1,8,1,6,B
465913,29,30,0,10,2,2,2,1,2,6,B
461068,46,50,1,1,4,1,1,9,2,3,D
466689,28,30,1,8,3,1,2,1,2,6,C
460071,53,60,0,1,1,1,2,3,2,6,A
459817,65,70,0,null,null,2,1,9,2,6,D
460477,32,40,1,0,6,1,1,4,2,3,D
467766,31,40,0,6,3,1,1,6,2,6,C
460008,25,30,1,9,4,1,1,2,2,6,A
463775,33,40,0,null,3,1,1,3,2,6,C
461820,38,40,0,0,2,2,2,2,0,6,C
459226,43,50,0,0,2,2,2,1,0,1,C
460961,20,20,1,1,2,1,1,6,2,3,D
463503,33,40,1,1,2,2,2,4,2,7,A
466365,50,50,0,0,3,2,0,1,0,2,C
462632,37,40,0,null,4,2,1,3,0,4,A
460404,38,40,1,5,7,2,2,1,2,6,A
460492,43,50,0,10,null,1,1,9,2,3,D
461571,27,30,1,1,4,1,1,6,2,6,C
467624,35,40,1,0,5,2,1,4,0,6,D
463880,36,40,0,0,3,2,1,3,2,2,B
462846,20,20,0,7,2,1,1,9,2,6,D
459233,53,60,0,6,1,2,2,9,2,6,D
464751,36,40,1,null,1,2,1,2,2,4,A
465939,32,40,0,0,2,1,2,3,2,6,D
467118,55,60,1,1,3,2,2,4,0,7,B
463815,37,40,1,0,2,2,2,4,0,6,C
460871,27,30,0,null,null,1,2,6,2,6,D
459127,43,50,1,1,7,1,2,6,2,6,D
460675,32,40,0,null,null,1,2,3,2,3,D
460165,40,40,0,0,1,1,2,4,2,3,A
461678,87,70,0,1,1,2,1,8,2,6,A
465096,86,70,1,13,1,2,1,8,2,6,A
464522,42,50,0,11,1,1,2,3,2,6,D
460886,37,40,1,0,1,1,2,1,2,6,B
462302,25,30,0,null,7,1,1,2,2,6,D
462184,19,20,1,0,4,1,1,2,2,6,D
462956,42,50,1,7,5,2,1,1,0,6,B
466422,33,40,1,0,4,2,1,2,2,4,D
465324,41,50,1,8,2,2,2,1,2,6,B
460668,27,30,0,null,2,1,2,2,2,3,D
466275,84,70,1,null,null,2,1,8,2,6,D
467257,22,30,1,10,4,1,1,6,2,6,D
460254,32,40,0,1,2,1,2,1,2,6,B
463158,83,70,1,0,3,2,2,5,1,6,B
467866,50,50,1,1,3,2,2,1,0,6,C
461685,30,30,0,4,4,1,2,6,2,6,D
467875,23,30,0,null,4,1,1,6,2,6,D
460208,27,30,1,9,8,1,1,1,2,6,D
462151,35,40,0,8,1,1,2,1,2,6,B
462853,23,30,1,1,2,1,1,6,2,6,D
465239,56,60,1,0,3,2,2,1,0,6,B
461624,41,50,0,1,null,2,2,1,0,2,B
467508,25,30,0,1,3,1,1,2,2,6,B
467318,41,50,1,null,2,2,2,2,2,6,C
466867,27,30,0,14,1,1,1,7,2,6,D
467738,43,50,1,3,2,2,2,2,0,6,B
465590,40,40,1,1,5,2,2,1,0,6,A
464980,60,60,0,1,2,0,1,3,1,4,B
459805,45,50,0,4,4,2,1,1,0,6,B
465013,82,70,0,0,2,2,1,8,1,6,C
459240,28,30,0,1,1,1,2,1,2,6,A
462344,63,70,0,0,4,2,2,1,1,6,C
460388,35,40,0,13,2,1,2,1,2,6,B
464218,89,70,0,1,2,2,1,8,1,6,A
466589,20,20,1,null,4,1,1,6,2,6,D
467556,40,40,0,null,1,1,2,6,2,4,A
459887,46,50,1,3,2,2,1,1,0,0,C
465955,25,30,1,8,3,1,2,9,2,6,A
460033,46,50,0,6,3,0,2,4,2,6,A
462928,49,50,1,2,4,2,2,1,0,2,C
460889,47,50,0,1,2,2,2,1,2,6,B
459669,30,30,1,0,2,2,2,1,0,6,B
467849,40,40,0,0,1,2,2,2,2,2,A
466873,39,40,1,7,5,2,2,6,0,3,A
464837,61,70,1,1,5,2,2,1,0,4,B
462581,28,30,0,1,4,1,1,3,2,4,A
466237,18,20,1,0,3,1,1,6,2,4,D
462707,55,60,0,0,4,2,2,1,0,6,C
467060,39,40,1,5,2,1,1,3,2,6,D
464794,47,50,0,8,null,2,1,3,0,4,A
460281,29,30,0,10,5,1,2,2,2,6,D
460164,66,70,1,1,2,2,1,3,2,6,A
460431,46,50,0,1,1,1,2,3,2,6,D
466901,52,60,0,0,3,2,2,1,0,7,C
463328,23,30,0,0,4,1,1,6,2,6,D
462246,84,70,0,1,2,2,1,8,1,6,B
462371,27,30,0,5,3,1,1,6,2,2,D
462022,37,40,0,1,3,2,2,1,0,3,B
460662,46,50,0,9,1,1,1,7,2,6,D
464022,22,30,0,0,3,1,1,6,2,6,D
461819,42,50,1,0,2,2,2,1,0,6,C
465735,35,40,0,1,2,2,2,1,2,3,B
462804,39,40,1,5,3,2,1,5,1,4,D
464138,27,30,0,0,4,1,2,6,2,6,B
464224,65,70,1,1,2,2,1,3,1,6,B
463289,39,40,0,0,3,2,2,1,0,3,C
463223,22,30,0,null,3,1,1,4,2,6,D
462038,31,40,1,4,4,1,2,1,2,6,A
463341,48,50,0,1,6,2,1,3,0,3,A
463185,58,60,0,1,2,2,2,1,0,6,C
459258,74,70,0,1,null,2,2,8,1,6,B
464379,40,40,0,12,3,2,2,3,0,6,B
464521,26,30,1,2,4,1,1,2,2,6,B
459575,35,40,1,0,1,1,2,1,2,6,A
467732,43,50,0,8,1,1,2,6,2,0,D
460003,49,50,1,5,1,1,2,2,2,6,D
462226,26,30,1,7,4,2,1,1,2,4,A
461274,74,70,0,null,2,2,2,8,1,6,A
462992,56,60,0,null,3,2,2,3,1,3,B
466675,49,50,0,2,2,2,2,1,0,6,C
461124,19,20,1,1,8,1,1,6,2,4,D
464638,39,40,1,2,3,1,2,1,2,4,B
462374,37,40,1,0,4,2,2,5,1,6,B
463526,41,50,1,0,1,1,2,2,2,6,A
462912,26,30,0,8,2,1,2,7,2,6,D
462604,38,40,0,1,3,2,1,2,0,4,A
460708,35,40,1,0,3,2,2,1,2,6,C
467015,49,50,1,0,2,2,2,1,0,6,C
464745,60,60,1,0,3,0,1,3,0,4,A
467245,38,40,0,0,1,1,1,2,2,6,C
464798,52,60,1,null,5,2,0,4,0,4,B
463619,70,70,1,1,2,2,1,5,1,6,A
467246,21,30,1,9,3,1,1,2,2,7,D
462969,58,60,1,8,1,2,2,1,2,3,B
460959,28,30,0,5,5,1,1,1,2,3,C
461911,57,60,1,0,1,2,1,5,2,6,A
459882,37,40,1,1,2,2,2,1,0,6,B
459632,52,60,0,1,3,2,1,9,1,4,D
462613,35,40,0,0,5,2,1,3,0,4,D
466455,30,30,0,4,2,2,2,2,2,6,D
462394,35,40,1,0,2,2,2,1,0,6,C
462010,31,40,0,14,3,1,2,1,2,2,A
461371,37,40,1,0,2,2,2,2,0,6,A
462376,71,70,1,0,2,2,2,5,1,6,B
459845,66,70,1,0,1,2,2,6,2,4,D
462658,25,30,0,9,2,2,2,7,0,0,A
462583,26,30,1,0,4,1,2,1,2,4,D
459858,31,40,0,8,4,1,1,6,2,6,D
459091,67,70,1,0,6,2,2,1,0,1,B
467135,51,60,0,1,5,2,2,1,0,6,C
460413,39,40,0,7,1,1,2,1,2,6,B
466206,60,60,0,2,2,2,2,1,0,3,C
463192,46,50,0,4,null,2,1,4,0,4,A
467382,36,40,1,9,2,2,2,2,0,6,C
466750,18,20,0,0,3,1,0,6,2,3,D
463801,30,30,0,0,1,1,1,3,2,6,A
467296,69,70,0,null,2,2,2,1,0,3,C
460651,32,40,1,8,null,1,1,7,2,4,A
460296,60,60,0,1,2,2,2,1,2,6,A
463524,40,40,0,6,2,2,2,1,0,6,C
461775,83,70,0,0,2,2,1,8,1,6,B
465711,51,60,1,0,null,2,2,1,0,6,C
462833,33,40,1,0,5,2,1,2,0,6,D
465506,43,50,1,1,4,2,2,4,0,4,B
463366,71,70,1,0,5,2,1,8,2,3,D
464987,50,50,1,1,5,2,2,5,1,6,B
459114,57,60,1,1,2,2,2,1,0,6,C
467928,35,40,1,2,2,2,2,1,0,6,C
462881,66,70,0,0,3,2,2,1,1,6,B
466524,46,50,0,0,1,2,2,1,2,3,B
463191,26,30,1,1,1,1,1,6,2,4,D
460861,21,30,1,1,3,1,1,6,2,3,D
465610,42,50,0,8,2,1,2,1,2,6,C
460206,40,40,0,1,2,2,2,4,2,6,B
462876,27,30,1,0,4,1,1,2,2,1,D
465333,37,40,0,2,2,2,2,1,2,7,C
463121,70,70,0,null,null,2,0,8,1,6,A
460379,35,40,1,9,3,1,2,1,2,6,A
462991,28,30,1,0,1,1,2,6,2,6,D
460307,27,30,1,6,2,1,1,4,2,6,D
464383,81,70,0,1,1,2,2,8,2,6,C
467931,25,30,1,0,2,1,2,2,2,6,D
466594,72,70,1,1,2,2,2,5,1,6,C
461200,33,40,0,0,5,1,2,2,2,6,C
465600,40,40,1,7,2,2,2,3,2,3,B
459688,52,60,1,3,1,1,2,1,2,6,B
463549,23,30,1,0,4,1,1,6,2,6,D
466696,48,50,0,2,4,2,2,1,0,6,C
462906,31,40,0,0,4,1,1,6,2,6,D
461527,35,40,0,1,1,1,2,1,2,6,B
461354,63,70,0,0,1,1,1,4,2,2,B
462483,63,70,1,1,2,2,2,0,0,6,C
463938,28,30,1,1,2,0,2,3,2,4,B
461661,37,40,0,7,2,2,2,1,0,2,C
463532,67,70,0,9,3,2,2,1,2,6,B
465627,37,40,0,1,1,1,2,6,2,6,B
465242,22,30,1,7,4,1,1,6,2,3,D
465170,46,50,0,4,3,2,2,4,2,6,C
467359,41,50,1,6,2,2,2,1,0,6,C
460415,59,60,0,1,2,1,2,4,2,6,A
465984,23,30,1,8,5,0,1,6,1,6,D
459432,84,70,1,0,3,2,2,8,2,6,A
464241,89,70,0,1,2,2,0,1,1,6,C
467141,50,50,1,1,3,2,2,1,2,6,A
466933,52,60,0,0,null,2,1,3,2,4,A
465035,74,70,0,12,2,2,2,8,1,6,C
461415,48,50,1,0,3,1,2,4,2,6,A
461957,47,50,1,1,4,2,2,4,0,6,C
465523,45,50,0,0,5,2,2,3,1,6,C
459631,53,60,1,null,3,0,2,5,1,6,D
465279,53,60,1,0,4,2,2,6,1,6,A
463782,29,30,0,8,1,1,2,1,2,6,A
463243,19,20,1,0,3,1,1,6,2,6,D
465489,50,50,0,1,5,1,2,3,2,6,A
467100,42,50,0,0,1,1,2,1,2,2,B
460154,29,30,1,8,4,1,2,4,2,6,C
459753,40,40,1,null,2,2,2,9,0,2,A
464030,18,20,1,1,4,1,1,4,2,6,D
463220,46,50,1,0,3,2,1,3,0,6,B
465237,68,70,1,null,2,2,2,8,1,6,D
467564,72,70,1,0,2,2,2,1,0,6,B
465113,66,70,1,1,2,2,2,8,1,4,C
459516,63,70,0,null,2,0,2,1,0,6,C
465965,41,50,0,8,2,2,1,9,2,6,A
460907,82,70,1,1,3,2,1,8,1,6,A
467314,43,50,1,0,2,2,1,1,0,6,C
459951,53,60,1,0,1,2,2,1,2,6,A
467295,29,30,1,0,3,1,1,6,2,6,C
466212,53,60,0,0,3,2,2,1,0,6,C
463533,87,70,0,1,2,2,2,1,1,2,C
467890,62,70,1,0,4,2,2,4,0,6,B
467541,43,50,1,1,3,2,2,1,1,6,A
460183,36,40,1,8,2,1,1,4,2,6,D
463634,30,30,0,0,3,1,2,2,2,6,A
463100,37,40,0,8,1,1,1,7,2,6,D
460550,59,60,0,0,4,2,2,1,0,3,C
465867,35,40,0,8,5,2,2,1,1,6,B
462964,39,40,1,7,3,2,1,1,0,6,C
466685,19,20,0,0,5,1,1,6,2,6,D
460719,75,70,0,1,null,2,2,8,2,3,D
463005,40,40,0,10,2,2,2,7,0,4,B
466377,62,70,1,8,2,2,2,0,0,6,C
464796,43,50,1,3,4,2,1,9,1,4,A
460682,43,50,1,6,2,2,1,1,2,3,B
459744,29,30,1,9,2,2,2,1,0,6,B
460084,27,30,0,1,2,1,2,6,2,6,D
461119,23,30,0,6,3,1,1,6,2,3,D
463441,42,50,1,8,4,2,2,1,1,6,C
466971,65,70,1,9,3,1,2,5,2,6,D
463208,57,60,1,1,5,2,2,5,0,6,C
467877,46,50,0,0,2,2,2,1,0,6,C
464471,30,30,1,0,3,2,2,2,2,6,D
467360,51,60,1,0,4,2,2,1,0,6,B
461576,39,40,1,10,2,2,2,1,2,4,C
461966,41,50,0,1,1,1,2,1,2,6,C
463398,29,30,1,9,4,1,1,9,2,3,C
466096,76,70,1,0,2,2,2,8,2,4,B
464433,33,40,1,null,null,1,2,1,2,2,A
461082,23,30,1,8,4,1,1,6,2,1,D
465942,33,40,0,8,2,2,2,9,1,6,D
464354,43,50,0,3,2,1,2,3,2,4,A
464252,35,40,1,1,4,2,2,1,0,6,C
463463,32,40,1,0,2,2,1,2,2,6,A
465592,65,70,1,1,1,2,2,4,2,6,B
462214,49,50,1,1,2,2,1,2,2,4,D
466707,48,50,0,1,4,2,2,7,2,6,B
459956,39,40,0,8,2,2,2,6,0,6,D
460847,27,30,1,1,3,1,2,1,2,6,A
463222,36,40,0,2,null,1,2,6,2,6,A
462816,76,70,1,0,1,2,1,4,2,6,D
461979,35,40,1,9,2,2,2,1,0,6,C
467170,35,40,1,8,4,2,2,1,2,7,A
462609,48,50,0,4,1,2,1,2,2,4,D
466332,23,30,1,0,3,1,1,6,2,2,D
459594,42,50,0,5,1,2,2,1,2,6,A
464147,41,50,1,0,3,2,2,1,1,6,C
463007,29,30,1,null,3,2,1,5,1,6,D
464119,36,40,1,0,2,2,2,1,0,6,C
463310,60,60,1,0,2,2,2,4,2,3,A
465706,46,50,0,1,3,2,2,1,0,6,C
459826,31,40,0,null,1,1,1,0,2,7,C
466174,20,20,0,8,4,1,1,6,2,2,D
463596,31,40,0,0,4,1,1,6,2,6,C
465455,26,30,1,0,2,1,1,2,2,6,D
462867,28,30,1,1,2,2,1,1,2,6,A
459140,18,20,0,7,6,1,1,6,2,6,D
464295,30,30,0,7,6,1,1,6,2,4,C
460067,39,40,0,11,1,1,2,4,2,6,A
467222,74,70,1,1,2,2,2,4,0,6,A
461482,52,60,0,9,1,1,2,1,2,6,C
462514,25,30,1,null,2,1,2,6,2,4,D
459796,66,70,1,null,3,2,2,1,0,6,C
463722,55,60,1,9,2,2,2,5,1,6,C
462278,31,40,1,0,4,1,2,6,2,6,C
463799,41,50,0,0,4,1,2,1,2,2,B
464259,59,60,1,1,4,2,2,1,0,6,B
467159,39,40,0,8,2,2,2,7,1,6,D
460669,48,50,1,0,2,0,2,5,2,1,B
462003,79,70,1,9,3,2,1,8,2,6,D
461216,43,50,0,null,null,1,1,0,2,6,A
464298,26,30,1,1,1,1,1,2,2,6,A
465039,88,70,0,0,2,2,1,8,1,6,B
467973,66,70,0,0,3,2,2,3,0,6,A
467731,56,60,1,null,4,2,2,1,0,6,C
461721,26,30,1,7,5,1,2,4,2,5,D
463166,41,50,0,1,1,1,2,1,2,4,A
465944,36,40,0,4,3,2,1,3,1,7,A
461061,38,40,0,3,1,1,2,3,2,2,B
463010,81,70,1,0,1,2,1,5,2,6,D
464756,25,30,0,5,3,1,1,3,2,4,B
467366,42,50,1,null,1,1,2,1,2,4,A
464006,32,40,1,0,5,1,1,6,2,6,B
461206,28,30,1,9,1,1,2,6,2,6,D
466216,29,30,1,1,4,1,1,4,2,4,A
463690,28,30,0,7,4,1,1,6,2,6,D
465929,26,30,1,8,5,1,2,6,2,6,D
461736,47,50,1,1,4,2,2,4,0,6,C
460402,50,50,0,1,2,2,2,2,2,7,A
467367,70,70,1,1,2,2,2,8,2,6,B
464770,38,40,0,null,1,1,1,3,2,4,A
464918,39,40,1,1,1,1,1,1,2,4,D
461639,60,60,1,0,2,2,2,1,0,6,A
464254,63,70,1,0,3,2,2,4,0,6,C
462579,68,70,0,1,2,2,1,8,2,4,B
466976,47,50,1,0,1,2,2,1,2,6,B
467079,40,40,1,1,2,2,2,1,2,6,B
467724,46,50,1,1,3,2,1,1,1,6,B
459792,42,50,1,6,3,2,2,1,2,6,A
464789,48,50,0,0,5,2,2,1,0,4,B
467143,53,60,0,1,3,1,1,8,2,6,D
464370,65,70,1,0,2,2,2,4,0,6,B
459415,26,30,1,0,4,1,1,2,2,6,A
459387,35,40,1,0,1,1,2,2,2,6,D
467895,27,30,0,0,4,1,2,6,2,6,C
459838,86,70,0,0,2,2,1,8,1,6,C
463695,30,30,0,1,4,1,2,2,2,2,A
464512,43,50,1,8,3,2,1,5,2,6,A
467419,38,40,0,4,1,2,2,1,2,6,B
462511,66,70,0,1,2,2,2,8,1,6,C
464124,74,70,0,1,2,2,2,2,2,6,B
459638,25,30,1,null,null,1,2,6,2,6,D
466194,89,70,1,0,1,2,1,8,2,6,A
461807,30,30,1,10,4,1,2,2,2,6,D
460456,33,40,1,0,5,2,1,5,1,3,D
462932,37,40,0,3,3,2,2,7,1,6,A
461297,69,70,1,0,2,2,1,8,1,6,C
464430,51,60,0,6,2,2,2,3,0,6,C
459416,19,20,1,10,3,1,1,1,2,6,A
464743,45,50,1,0,2,2,2,4,0,4,B
466276,32,40,0,0,5,1,1,2,2,4,D
467829,22,30,0,3,4,1,1,2,2,2,D
463813,26,30,0,1,6,1,1,3,2,6,A
461733,43,50,0,0,3,2,2,1,1,6,B
466925,19,20,1,7,2,1,1,6,2,6,D
467846,48,50,1,1,3,2,2,1,0,6,C
459596,61,70,0,1,2,2,2,2,0,6,B
460597,20,20,0,1,2,1,1,9,2,3,D
467788,22,30,1,0,4,1,1,6,2,6,D
467966,31,40,0,9,3,1,2,4,2,7,D
464503,25,30,1,9,3,1,2,1,2,6,A
460242,41,50,1,8,3,2,2,6,2,6,C
467014,36,40,1,9,3,2,2,5,1,6,C
466637,48,50,1,1,5,2,2,1,1,2,C
462553,27,30,1,1,1,1,1,1,2,6,B
459287,35,40,1,1,1,1,2,8,2,4,D
464074,39,40,0,0,3,2,2,2,0,6,C
463734,38,40,1,0,3,2,1,5,0,6,A
466575,57,60,0,7,3,2,2,1,0,6,C
459193,38,40,1,1,1,1,2,1,2,6,A
462143,80,70,1,1,2,2,1,1,2,6,A
