Age,Gender,Dependent_Count,Education_Level,is_Married,Read_Book_per_Year,Income_Range
54,F,3,석사,1,49,A
46,F,4,고졸,1,34,A
48,M,3,석사,0,35,D
55,F,2,석사,0,49,A
46,M,4,석사,0,38,C
43,F,2,석사,1,25,X
38,F,2,석사,0,36,A
43,F,2,고졸,1,37,A
45,F,2,고졸,0,34,X
42,F,2,박사,0,29,B
36,F,3,고졸,1,36,A
43,M,1,석사,1,34,E
47,F,4,박사,1,28,A
51,F,4,석사,1,36,A
45,F,2,석사,1,37,A
54,M,2,고졸,1,42,E
37,M,3,고졸,1,26,A
47,M,4,석사,1,34,D
53,M,3,석사,0,43,E
46,M,5,석사,0,33,D
39,M,4,석사,1,30,D
46,F,4,석사,0,34,B
42,M,4,석사,0,36,C
37,F,3,고졸,0,18,X
55,F,2,석사,1,49,B
37,M,1,고졸,1,27,C
34,M,2,고졸,0,36,X
65,F,0,고졸,1,36,A
51,F,2,학사,0,31,A
56,F,2,석사,1,45,A
66,F,0,박사,1,56,X
38,F,2,학사,1,29,X
40,F,2,석사,0,27,X
38,M,1,석사,0,29,D
29,M,0,석사,1,19,A
43,F,4,석사,0,23,B
47,M,3,고졸,1,35,C
41,F,3,고졸,1,31,X
36,M,3,고졸,1,36,D
50,F,2,석사,1,38,A
35,F,3,박사,0,27,A
53,F,2,고졸,0,36,A
34,F,3,학사,1,29,B
65,F,0,학사,0,56,A
45,M,5,학사,1,39,C
40,M,2,석사,1,33,B
49,M,1,박사,1,38,E
51,M,1,석사,1,35,C
60,F,0,석사,1,48,B
36,M,3,석사,1,27,C
49,M,2,고졸,1,39,E
34,F,3,석사,1,36,A
41,M,2,고졸,1,24,E
43,M,0,고졸,1,36,D
43,M,3,석사,0,35,B
54,M,1,석사,1,36,C
63,F,1,학사,1,36,X
54,F,3,고졸,1,36,A
41,F,0,고졸,1,31,A
38,F,1,학사,0,33,A
32,M,3,석사,1,36,C
53,F,2,석사,0,36,A
52,F,2,석사,1,39,A
26,F,1,고졸,0,13,A
47,F,4,석사,1,37,A
34,F,2,고졸,0,36,B
51,M,2,박사,0,41,D
51,F,2,고졸,0,32,B
46,M,4,고졸,0,36,D
51,M,3,고졸,1,40,E
34,M,2,석사,0,22,D
50,M,2,석사,0,38,D
48,F,4,석사,0,35,A
42,M,2,학사,0,36,C
35,M,1,학사,0,26,C
53,M,3,고졸,0,45,C
37,F,2,고졸,1,31,A
65,F,1,학사,1,54,A
33,F,2,학사,0,36,X
37,F,2,고졸,0,36,A
37,F,2,석사,0,24,B
49,F,2,학사,1,40,A
63,M,0,고졸,1,51,D
52,M,3,석사,1,36,C
47,M,4,고졸,1,34,C
53,M,1,석사,0,45,D
46,F,4,학사,1,33,B
50,M,2,석사,0,46,D
50,F,0,석사,1,36,A
57,M,3,석사,1,49,C
47,F,5,박사,1,40,B
54,M,2,학사,1,46,E
56,M,2,고졸,1,43,D
46,F,4,석사,1,32,X
55,F,3,학사,0,42,A
45,F,5,석사,0,33,A
45,F,2,석사,1,40,B
26,M,0,고졸,0,36,A
42,M,3,석사,0,31,D
51,M,3,석사,1,43,C
38,F,3,학사,1,31,A
57,M,2,고졸,0,36,C
32,F,1,고졸,1,36,A
50,M,1,학사,1,36,D
44,F,2,고졸,0,31,A
46,M,3,고졸,0,29,C
57,M,5,고졸,1,50,D
53,M,0,석사,1,41,D
44,M,2,박사,1,38,D
40,M,2,석사,1,31,B
62,F,0,고졸,0,51,X
41,M,1,석사,0,29,D
38,F,2,석사,1,32,A
50,M,2,학사,1,36,C
36,F,3,고졸,0,23,X
43,M,2,고졸,0,35,C
51,F,2,박사,1,45,X
54,F,2,석사,1,45,X
43,F,3,석사,1,34,A
64,M,1,석사,0,52,A
48,M,3,석사,1,37,C
46,M,4,박사,1,36,E
39,F,2,석사,1,34,A
38,M,2,고졸,0,32,C
51,F,2,석사,0,43,B
63,M,1,석사,0,56,C
53,F,5,박사,0,38,A
47,F,3,학사,1,38,A
40,F,3,석사,0,34,A
45,F,2,고졸,0,26,A
44,F,3,고졸,0,37,A
54,M,1,고졸,1,37,C
67,M,0,석사,1,56,B
52,M,3,석사,1,42,D
50,M,2,석사,1,37,D
50,M,4,석사,1,38,D
45,F,4,석사,1,36,X
44,F,3,고졸,0,31,X
30,F,0,고졸,0,25,X
47,F,2,고졸,1,40,X
43,M,3,석사,1,34,D
60,F,2,고졸,1,42,A
44,F,2,학사,0,34,A
26,F,0,석사,0,22,A
59,M,1,석사,0,53,E
36,M,2,박사,0,26,B
51,M,1,석사,1,36,B
65,F,0,석사,1,56,B
44,F,2,고졸,0,31,A
58,M,2,학사,1,53,E
40,F,4,고졸,1,33,A
54,F,2,고졸,0,44,X
52,F,0,석사,0,36,A
49,F,1,박사,0,40,A
42,F,3,석사,0,36,A
46,F,4,고졸,0,40,A
39,F,2,석사,0,36,B
44,F,3,석사,1,31,X
54,F,0,학사,1,40,A
52,F,2,석사,0,41,X
44,F,3,석사,1,36,X
63,M,0,고졸,0,48,C
42,F,2,학사,1,28,B
55,F,3,학사,0,35,A
51,F,2,석사,1,45,B
46,M,3,학사,0,32,D
35,M,3,석사,0,30,B
50,M,2,석사,1,31,D
35,F,3,고졸,1,36,A
34,M,4,학사,0,20,C
37,F,2,석사,0,36,B
50,M,2,석사,0,42,E
54,F,1,석사,0,41,X
52,M,3,고졸,0,47,E
44,F,4,고졸,0,39,B
49,F,2,고졸,1,45,A
38,M,1,석사,0,28,A
57,M,4,석사,0,52,E
49,F,4,석사,0,42,X
37,F,4,학사,1,36,A
33,F,2,박사,0,21,X
43,M,2,석사,1,33,D
46,M,4,석사,0,27,C
41,M,2,석사,0,36,C
55,F,5,고졸,0,49,A
54,M,3,석사,1,44,E
48,F,4,석사,1,36,A
34,M,2,석사,1,23,D
56,F,2,고졸,0,36,B
50,M,1,석사,0,43,D
46,F,3,고졸,0,39,A
46,F,4,고졸,1,36,A
41,M,4,석사,1,27,D
51,M,2,석사,1,36,E
43,M,3,석사,0,33,C
63,M,1,석사,0,55,D
37,F,2,고졸,1,27,X
58,M,1,고졸,1,47,C
41,M,3,석사,1,36,E
44,M,3,석사,0,37,C
63,F,0,학사,1,53,B
45,M,2,석사,1,33,C
41,F,4,석사,1,26,A
57,M,3,박사,1,50,D
40,F,3,고졸,1,31,A
47,M,4,고졸,1,42,B
49,F,3,석사,0,42,X
53,F,1,학사,1,48,B
38,F,2,고졸,1,27,X
26,F,0,석사,0,13,B
42,F,3,고졸,1,30,B
26,F,1,학사,0,16,X
49,F,4,고졸,1,43,A
51,M,0,석사,1,40,D
53,M,4,고졸,1,41,E
28,M,0,석사,0,36,A
37,F,2,석사,1,32,A
46,F,4,석사,0,36,B
42,M,2,석사,1,32,E
55,M,1,석사,1,36,B
42,F,3,학사,0,30,B
50,F,2,고졸,1,21,A
55,M,2,석사,1,47,D
61,F,0,석사,1,49,A
32,F,1,고졸,0,16,A
42,F,4,고졸,1,36,A
51,M,3,고졸,0,36,B
41,M,2,석사,0,30,C
54,M,3,석사,1,44,B
41,F,5,석사,1,28,A
60,F,2,석사,1,36,A
41,F,3,석사,1,33,A
45,F,3,석사,0,35,A
56,F,1,학사,1,44,B
55,F,2,석사,1,36,A
32,M,1,고졸,0,36,B
55,F,0,석사,1,36,A
59,F,1,석사,0,49,A
37,F,1,석사,0,27,B
50,F,2,학사,1,37,B
49,F,2,고졸,1,39,B
42,F,3,석사,0,34,B
44,F,3,석사,1,36,A
51,F,4,박사,1,43,A
41,F,3,고졸,1,36,B
59,M,2,석사,0,50,B
52,F,2,석사,1,36,B
47,F,3,고졸,0,41,B
39,M,1,석사,0,33,B
56,M,1,학사,1,46,C
37,F,4,고졸,0,36,B
48,M,2,석사,1,42,D
31,M,0,석사,1,36,D
41,M,4,석사,0,29,D
58,F,2,고졸,1,53,A
46,M,2,학사,0,36,C
42,F,3,석사,1,36,A
51,M,3,학사,0,45,B
54,M,2,석사,1,42,C
40,M,2,학사,1,36,D
59,M,1,석사,0,36,X
47,F,2,석사,1,34,A
32,M,2,고졸,0,20,B
45,F,4,박사,1,36,A
47,F,4,석사,1,30,A
52,M,2,석사,0,36,D
50,F,4,석사,0,37,A
37,F,2,학사,0,32,B
45,F,3,석사,1,40,A
54,F,1,고졸,1,42,A
41,M,4,고졸,1,35,E
50,F,4,박사,1,38,X
42,F,4,석사,0,36,X
64,F,1,석사,0,56,B
60,F,0,고졸,1,55,X
42,F,1,석사,0,34,A
40,F,4,학사,0,20,A
59,M,2,석사,0,42,C
54,F,1,석사,1,50,A
54,F,2,박사,1,35,A
46,M,2,학사,1,34,B
53,M,3,고졸,1,47,E
43,M,3,고졸,1,35,C
56,M,1,석사,1,50,D
43,F,3,박사,1,38,X
55,F,3,석사,1,36,A
45,M,5,고졸,1,37,C
44,F,3,학사,0,34,A
44,M,3,석사,0,31,C
51,F,3,학사,1,36,A
54,F,2,고졸,0,45,X
38,M,5,학사,0,25,C
53,F,2,석사,0,38,A
40,F,3,석사,1,36,A
31,F,0,석사,1,20,A
40,F,3,석사,0,33,A
45,F,3,석사,1,34,A
46,M,0,학사,0,39,D
43,F,2,고졸,0,36,A
44,F,0,석사,1,36,A
61,M,0,고졸,0,51,C
39,F,4,학사,1,28,B
39,M,3,고졸,0,36,C
53,F,3,고졸,1,41,A
55,F,4,학사,0,36,X
52,M,4,석사,1,36,C
43,F,2,학사,0,29,A
46,M,4,석사,0,28,B
52,F,0,석사,0,36,X
46,F,4,학사,0,36,A
55,F,2,고졸,0,36,A
48,M,4,석사,1,40,D
35,F,4,고졸,0,24,X
36,M,1,석사,1,18,A
65,M,1,석사,1,50,A
58,F,2,고졸,1,53,B
62,M,1,고졸,1,43,B
50,F,3,박사,0,42,B
56,F,4,고졸,0,44,B
36,M,0,학사,1,27,D
54,F,4,고졸,0,36,B
58,M,3,고졸,1,46,C
33,M,1,석사,1,22,C
45,F,3,석사,1,36,B
39,M,2,고졸,0,34,C
47,M,3,석사,1,41,D
38,F,3,석사,0,28,A
47,M,3,석사,1,36,C
55,F,1,학사,0,36,A
50,F,2,석사,1,31,X
33,F,4,석사,1,16,A
43,M,5,석사,1,25,C
46,M,2,석사,1,34,E
35,M,1,고졸,1,21,C
46,M,4,고졸,1,30,E
38,M,4,학사,1,27,D
44,M,3,고졸,1,36,D
40,M,2,석사,1,36,B
46,F,1,석사,1,26,B
62,F,1,고졸,1,53,B
54,F,3,박사,1,46,X
53,F,4,석사,1,49,X
60,F,1,박사,0,48,X
38,F,2,박사,1,28,A
62,F,1,석사,0,56,A
56,F,1,석사,1,51,A
53,F,2,고졸,1,44,A
44,M,3,고졸,0,38,A
38,M,3,고졸,0,27,E
38,F,3,고졸,1,32,X
37,F,1,석사,1,36,A
60,F,0,석사,0,48,X
38,F,3,고졸,0,24,X
50,F,1,석사,0,39,A
36,M,1,석사,1,32,D
40,M,1,석사,1,23,B
45,F,3,석사,0,36,X
43,M,3,학사,1,25,D
48,F,3,학사,1,36,A
44,F,3,석사,1,33,A
51,F,2,박사,0,40,A
49,M,4,박사,1,44,C
57,M,1,고졸,0,47,E
37,F,3,학사,1,27,A
42,M,2,석사,0,36,B
62,M,1,석사,1,49,D
41,F,2,석사,1,30,A
49,F,4,박사,0,39,B
48,M,3,석사,0,36,C
39,F,0,고졸,0,23,A
37,F,4,석사,1,28,A
41,F,3,석사,1,29,A
56,F,2,학사,0,43,A
55,F,3,학사,0,36,A
40,F,4,고졸,1,27,B
58,F,1,학사,0,46,A
37,M,2,석사,0,25,E
59,M,1,석사,1,36,B
35,M,2,고졸,1,21,B
40,F,4,석사,1,28,A
38,F,4,박사,1,26,A
46,M,1,석사,1,27,B
35,F,1,고졸,1,26,A
35,M,2,고졸,1,22,D
42,M,4,고졸,1,30,E
48,M,5,고졸,1,34,B
53,F,1,학사,0,35,A
56,F,2,석사,0,46,A
53,F,1,석사,1,36,A
39,F,2,석사,1,26,A
33,F,2,박사,0,26,A
39,F,2,학사,0,36,A
49,F,2,고졸,0,43,A
49,F,4,고졸,1,42,A
44,M,3,석사,1,32,C
39,M,2,학사,1,35,C
40,M,3,석사,0,20,D
46,M,3,고졸,1,27,D
40,M,4,석사,1,36,D
56,F,1,학사,1,36,A
49,F,2,학사,1,38,A
43,M,4,학사,1,36,D
60,M,1,석사,0,42,C
41,F,3,박사,0,36,X
47,M,1,학사,1,39,D
39,F,2,석사,1,28,A
46,M,3,석사,0,38,D
49,M,4,석사,1,39,D
35,M,3,석사,0,24,D
43,F,3,학사,1,36,A
57,F,2,석사,1,48,A
45,F,1,석사,0,36,B
44,M,2,학사,1,27,C
29,M,0,고졸,0,36,B
43,M,2,고졸,0,30,E
39,M,1,고졸,0,29,D
52,M,4,고졸,1,44,C
45,F,5,박사,1,39,A
50,F,3,고졸,1,40,B
49,M,1,석사,1,37,C
51,M,3,학사,1,40,D
50,F,1,석사,0,36,B
28,F,0,학사,1,36,X
38,M,1,고졸,0,28,C
54,M,1,학사,1,42,C
63,M,0,석사,0,55,X
57,M,1,석사,0,44,C
33,F,2,석사,1,24,A
51,F,1,석사,1,40,A
38,F,4,석사,0,26,A
38,F,3,학사,1,36,A
51,M,2,고졸,1,46,C
37,F,3,고졸,0,26,A
46,F,4,학사,1,35,X
37,M,3,고졸,0,31,D
34,F,1,학사,0,20,X
26,M,0,석사,0,13,C
43,M,3,석사,1,36,C
50,F,3,석사,0,40,A
45,F,4,박사,1,27,A
36,M,2,석사,0,27,C
46,F,2,석사,0,34,A
53,M,3,석사,1,34,E
26,F,1,고졸,0,15,A
38,F,1,고졸,1,28,A
58,F,0,석사,0,36,A
50,F,3,고졸,0,42,A
52,F,1,고졸,0,42,B
39,F,2,석사,1,31,X
49,F,3,학사,0,43,X
41,F,4,고졸,0,36,X
49,M,4,고졸,1,40,D
42,F,5,석사,0,36,A
40,F,4,석사,0,27,A
57,M,2,학사,1,50,B
50,M,3,학사,0,36,B
47,M,1,고졸,1,29,C
65,F,2,학사,0,54,B
26,M,0,석사,0,13,A
38,M,1,고졸,0,30,E
56,M,2,고졸,1,36,B
40,M,4,고졸,0,29,D
41,F,2,고졸,1,36,A
53,F,3,고졸,0,47,B
32,M,0,석사,0,21,B
45,F,2,석사,1,34,A
37,M,2,고졸,0,30,B
53,F,2,석사,1,47,A
47,F,3,석사,1,36,A
53,F,2,학사,0,38,X
49,F,3,석사,0,36,A
57,F,2,고졸,1,45,B
65,M,1,고졸,1,56,B
56,M,0,고졸,1,43,D
50,F,2,석사,1,37,A
52,M,3,석사,1,44,C
40,M,4,학사,1,34,B
45,F,2,석사,0,38,X
54,F,1,학사,0,48,A
45,F,3,박사,1,32,B
53,F,1,석사,1,36,B
44,M,4,석사,0,36,D
63,M,1,석사,1,53,B
52,F,2,석사,1,36,B
62,M,1,석사,1,44,C
62,F,2,석사,1,52,A
41,M,1,석사,1,30,D
37,F,1,고졸,1,25,B
64,F,1,석사,0,56,A
29,M,1,고졸,0,17,C
27,M,0,석사,1,36,B
48,M,4,박사,0,36,D
55,M,4,고졸,1,41,D
57,M,2,학사,1,52,C
31,F,0,석사,0,20,A
57,M,4,석사,1,46,D
37,F,3,박사,1,36,A
57,M,1,고졸,1,53,D
55,F,0,석사,0,44,X
38,F,4,고졸,0,31,B
37,F,1,석사,0,36,B
40,M,5,석사,0,36,B
65,F,0,고졸,0,53,B
55,M,3,학사,0,36,E
46,F,1,석사,1,24,X
30,M,0,석사,0,36,A
48,F,3,석사,0,35,A
35,F,3,석사,0,23,A
44,M,4,석사,0,36,B
40,M,2,학사,1,31,B
39,M,2,고졸,0,36,D
51,F,1,고졸,0,47,A
50,M,3,고졸,1,40,D
30,F,1,고졸,0,23,A
56,F,3,학사,0,36,X
50,M,3,석사,0,42,C
41,F,5,석사,1,31,A
39,F,0,학사,1,30,A
40,F,3,학사,0,36,A
42,F,4,석사,0,34,A
50,M,4,학사,0,45,B
53,M,1,고졸,1,36,E
33,M,1,고졸,0,28,D
54,F,2,석사,1,42,X
36,F,3,학사,0,36,A
45,F,4,석사,1,35,X
62,F,0,석사,0,49,X
39,M,3,학사,1,30,D
56,M,4,고졸,1,43,C
50,F,1,석사,1,36,B
43,F,3,석사,1,36,B
46,F,2,석사,0,30,A
34,M,1,고졸,0,25,B
42,M,2,석사,0,36,C
53,F,1,석사,0,36,A
37,M,3,박사,0,30,C
36,M,2,학사,1,36,B
38,F,1,학사,1,25,A
49,F,3,박사,1,29,A
42,F,4,석사,0,33,A
35,F,2,학사,1,24,B
59,M,1,학사,0,51,B
37,M,1,석사,1,17,B
49,M,2,박사,1,34,E
44,F,2,고졸,1,32,B
42,M,3,학사,0,36,C
53,M,2,석사,0,36,E
40,M,3,고졸,1,33,B
47,M,2,석사,1,30,B
49,M,3,석사,0,36,E
39,F,2,석사,1,29,B
42,F,3,고졸,1,29,B
51,M,4,석사,0,36,E
41,M,5,석사,0,28,D
57,M,1,고졸,1,46,E
48,M,3,석사,0,42,C
58,M,4,고졸,1,53,C
58,F,2,고졸,0,46,X
58,M,1,석사,0,36,D
33,M,1,석사,0,26,D
52,F,2,석사,0,33,B
56,F,4,고졸,1,36,B
60,F,0,고졸,0,56,B
49,F,2,석사,1,38,A
47,F,3,석사,0,36,A
57,F,3,석사,1,49,A
37,M,2,박사,1,29,B
35,M,2,석사,1,21,D
64,F,0,고졸,0,56,A
45,M,3,석사,0,41,D
56,F,3,학사,0,46,A
56,M,2,고졸,1,36,C
41,F,3,석사,0,33,A
40,F,3,박사,1,21,A
47,M,5,학사,0,41,D
35,M,1,고졸,1,26,C
57,M,1,박사,1,52,D
54,M,0,석사,0,42,D
52,M,2,고졸,1,40,C
50,F,1,고졸,1,43,B
48,M,2,석사,0,40,C
45,F,3,박사,0,27,A
61,F,1,석사,0,44,X
46,F,1,박사,1,29,A
45,M,2,고졸,1,33,B
60,F,1,석사,0,55,X
48,M,3,고졸,1,39,C
51,M,2,석사,1,34,D
39,M,2,고졸,0,32,A
64,F,0,석사,0,53,A
31,F,1,고졸,0,22,A
46,M,2,석사,1,39,B
46,F,2,석사,0,31,X
60,F,1,석사,0,55,A
50,M,2,고졸,0,46,C
53,M,0,석사,0,42,D
44,F,4,석사,1,36,X
55,F,2,고졸,1,45,A
42,M,4,석사,1,24,E
56,M,1,석사,1,44,D
46,M,2,석사,1,34,C
42,F,4,고졸,1,32,A
44,M,4,석사,1,32,E
56,M,3,석사,1,47,D
50,F,4,고졸,1,36,B
46,M,3,고졸,0,39,B
42,M,3,석사,1,34,B
51,F,0,박사,0,36,B
62,M,1,고졸,1,53,A
53,M,2,석사,0,36,E
40,F,2,박사,1,36,X
37,F,3,석사,0,21,A
42,F,4,고졸,0,30,A
43,F,4,석사,0,37,A
53,M,1,석사,1,38,D
45,M,3,석사,1,36,D
47,M,4,고졸,0,32,B
60,F,2,고졸,0,54,A
43,F,3,고졸,1,36,A
54,F,4,고졸,0,36,A
44,F,3,학사,1,34,B
34,M,3,석사,1,36,B
52,M,0,고졸,0,39,E
35,M,3,석사,1,20,D
56,M,2,석사,0,51,B
38,F,1,석사,0,29,A
49,F,5,고졸,1,36,A
52,M,3,석사,0,44,C
39,M,3,고졸,1,27,C
46,F,5,석사,0,38,A
47,M,3,석사,1,29,C
48,F,3,고졸,1,34,A
56,M,1,석사,0,49,D
50,M,1,석사,1,45,D
48,M,3,박사,1,36,C
47,F,2,고졸,0,35,A
42,M,4,석사,0,36,B
35,F,0,석사,1,36,A
39,F,4,학사,1,31,A
49,F,3,고졸,0,36,X
53,F,2,석사,1,36,A
48,M,3,고졸,1,36,D
28,M,0,고졸,0,19,A
48,M,4,고졸,1,40,B
38,M,2,고졸,0,18,C
61,F,1,고졸,1,51,A
45,F,3,석사,1,36,X
34,F,1,고졸,0,22,X
59,M,1,학사,1,50,E
38,F,2,학사,1,33,A
39,F,1,석사,0,24,A
32,F,0,고졸,1,22,B
40,M,3,석사,0,30,D
49,F,3,석사,0,43,A
54,M,3,고졸,0,47,D
53,F,1,석사,0,43,A
49,M,3,고졸,0,45,E
45,M,3,석사,0,38,B
46,M,3,석사,1,41,B
37,M,1,고졸,1,28,B
44,F,2,석사,0,36,A
47,F,2,고졸,1,39,A
46,M,3,학사,1,39,C
46,F,3,고졸,1,39,A
48,F,3,고졸,0,37,A
44,M,1,학사,0,35,C
41,M,3,고졸,1,32,E
61,M,0,석사,1,54,C
36,F,3,고졸,0,31,A
49,M,3,고졸,1,39,D
50,M,0,고졸,0,45,E
41,F,1,고졸,0,36,B
47,M,5,석사,0,36,C
54,F,4,학사,1,41,A
55,M,2,학사,0,45,D
50,F,3,석사,0,36,A
45,M,4,석사,1,36,B
64,M,0,고졸,1,54,A
47,F,1,고졸,0,36,A
60,F,0,석사,1,55,A
47,F,4,석사,1,33,X
41,F,3,고졸,1,35,B
37,M,3,고졸,0,36,C
41,M,2,석사,1,31,C
44,F,2,석사,1,36,A
52,F,1,고졸,0,36,A
41,F,3,박사,0,31,A
32,M,1,석사,1,24,B
53,M,1,고졸,1,47,D
56,M,2,석사,1,49,E
60,F,0,박사,1,45,A
29,F,1,고졸,0,20,A
46,M,4,석사,0,26,D
57,M,4,고졸,1,38,D
47,F,4,학사,0,36,A
41,M,4,고졸,1,32,A
36,M,2,석사,1,28,B
45,M,2,석사,1,36,B
63,M,1,석사,1,56,B
39,M,3,박사,1,29,C
53,F,3,석사,1,47,A
50,F,1,고졸,1,45,A
54,F,2,석사,0,48,A
36,F,3,학사,1,36,A
45,M,4,박사,1,39,D
46,M,2,고졸,0,32,B
44,M,3,석사,1,35,B
48,F,3,석사,1,43,A
65,F,0,고졸,0,56,A
29,M,0,석사,1,18,B
46,F,4,석사,0,36,X
51,M,0,학사,1,35,E
47,M,4,석사,0,35,E
49,M,4,고졸,1,36,E
36,M,3,고졸,1,36,C
47,F,5,석사,0,42,A
39,F,0,학사,0,36,A
59,M,1,박사,1,52,B
54,M,3,고졸,1,43,E
26,M,1,고졸,0,15,C
55,M,1,고졸,1,46,C
56,F,2,고졸,1,49,B
37,F,3,고졸,1,19,A
52,M,2,고졸,0,43,E
45,M,3,학사,1,36,D
48,M,4,고졸,1,31,E
47,F,3,박사,1,36,A
43,M,4,학사,1,24,C
35,F,2,석사,1,36,B
41,F,3,석사,0,28,A
55,F,2,학사,1,45,A
42,F,3,고졸,0,37,A
45,M,4,석사,1,39,C
31,M,1,학사,1,36,D
48,F,2,박사,1,36,B
43,M,4,고졸,0,36,C
49,F,4,석사,1,43,A
38,F,4,학사,1,36,B
47,F,5,석사,1,39,A
54,M,1,학사,1,44,E
41,F,2,학사,1,36,B
54,F,3,고졸,1,38,A
38,M,3,고졸,0,25,C
38,F,3,석사,0,26,B
44,M,3,석사,1,36,D
47,M,2,고졸,1,39,C
42,F,4,석사,0,26,A
54,F,2,박사,1,43,B
61,F,0,고졸,1,36,A
59,M,1,학사,0,48,B
35,M,3,학사,1,17,C
46,F,2,고졸,0,36,A
49,F,3,고졸,1,45,A
47,F,2,석사,0,36,A
48,F,4,석사,0,41,A
52,M,3,석사,1,36,E
52,M,3,학사,1,33,D
41,M,2,석사,0,37,E
26,M,0,학사,0,36,A
61,M,0,고졸,0,53,C
46,F,4,석사,1,40,X
41,M,4,학사,1,34,D
44,F,3,석사,1,38,A
56,M,2,학사,1,50,D
58,M,3,고졸,1,40,C
47,F,5,석사,1,42,A
35,F,2,박사,0,30,A
50,M,1,고졸,0,36,D
43,F,3,석사,1,38,A
35,F,2,고졸,0,15,A
26,M,0,석사,0,19,X
28,M,0,고졸,1,21,X
55,M,0,고졸,1,35,D
49,F,3,석사,0,32,B
43,F,2,석사,1,32,A
50,F,4,석사,1,31,A
33,M,3,석사,1,15,C
52,M,4,석사,1,32,D
53,M,0,고졸,1,39,B
52,M,2,고졸,0,46,E
36,F,3,고졸,1,30,X
33,F,3,석사,0,36,A
52,F,3,석사,0,34,A
49,M,3,고졸,1,39,C
56,M,2,석사,0,46,D
33,F,2,석사,0,24,A
42,F,3,석사,1,23,A
45,F,2,고졸,1,36,A
41,F,2,고졸,0,34,A
52,F,3,석사,1,47,A
62,M,1,석사,0,49,C
53,F,3,박사,0,43,X
35,F,1,학사,0,28,X
60,M,0,석사,0,47,A
48,M,3,석사,1,38,C
46,F,2,학사,0,36,A
37,F,1,석사,1,30,B
42,F,4,석사,0,36,A
57,F,4,박사,1,47,X
51,F,3,고졸,0,36,B
43,F,5,학사,1,31,B
41,F,2,석사,1,36,B
30,F,1,석사,1,17,A
48,M,3,석사,0,36,B
32,M,0,고졸,1,24,B
57,M,1,박사,1,51,D
45,F,3,고졸,1,37,B
54,F,2,석사,1,46,A
50,F,3,박사,0,36,X
46,F,3,박사,0,36,A
39,M,3,석사,1,33,C
43,M,3,석사,0,34,C
37,F,1,고졸,0,23,A
55,F,3,학사,0,43,A
55,M,3,석사,1,36,D
35,F,3,박사,0,24,X
51,F,3,석사,1,45,B
50,F,0,석사,0,41,A
53,F,2,석사,0,42,B
49,M,1,고졸,1,36,C
62,M,1,석사,0,54,C
59,M,0,고졸,0,47,D
65,M,0,석사,0,56,A
54,F,3,석사,0,48,A
62,F,0,석사,1,36,A
43,F,3,석사,1,33,B
60,M,0,고졸,0,36,B
42,F,1,석사,1,29,A
50,F,2,박사,0,43,A
46,F,3,학사,1,40,A
62,F,1,고졸,1,48,A
43,F,2,석사,1,36,A
41,M,2,고졸,0,36,D
41,M,4,석사,1,28,D
38,F,4,학사,0,27,A
39,F,4,석사,1,21,X
49,M,5,고졸,1,36,D
45,F,0,박사,1,36,B
56,F,2,학사,1,46,A
61,M,0,석사,0,56,B
49,M,2,고졸,1,38,C
42,F,5,박사,1,23,X
52,F,2,고졸,1,44,B
41,M,3,석사,0,28,C
53,M,2,고졸,1,41,E
56,M,0,석사,0,44,C
47,F,3,고졸,1,36,A
60,F,1,석사,0,42,B
51,F,1,석사,1,45,B
50,M,1,석사,0,44,D
32,F,1,석사,0,13,X
70,M,0,고졸,1,56,A
56,F,3,석사,1,45,A
54,M,2,학사,1,39,D
53,F,2,고졸,1,36,A
42,M,1,석사,1,34,B
38,F,3,석사,1,27,X
68,M,0,고졸,1,52,A
39,F,3,박사,1,33,A
49,F,2,석사,0,31,A
42,M,3,고졸,1,36,E
51,F,0,석사,1,36,X
40,F,3,고졸,1,34,B
62,F,0,고졸,0,50,X
48,F,1,석사,0,38,X
42,M,3,고졸,1,36,D
49,F,1,고졸,1,42,A
50,M,2,고졸,0,42,E
52,F,1,학사,0,41,A
58,F,3,석사,1,46,B
50,M,2,석사,1,37,D
31,M,1,학사,1,36,D
45,F,0,석사,1,38,A
48,M,4,석사,1,36,D
52,F,1,석사,1,34,B
35,M,1,석사,0,25,C
30,M,1,석사,1,19,D
42,M,3,고졸,0,36,D
52,M,3,학사,1,48,C
39,F,3,고졸,0,33,A
40,M,3,석사,1,36,C
40,F,1,고졸,1,36,A
41,M,1,학사,1,32,B
49,F,0,석사,1,30,A
40,F,2,고졸,0,35,B
41,M,3,고졸,0,33,C
44,F,3,박사,1,40,X
33,M,3,학사,1,22,D
30,M,0,석사,1,36,A
45,F,4,석사,0,36,A
53,M,2,석사,1,38,C
41,M,2,고졸,0,29,D
51,F,1,학사,0,45,A
43,M,1,고졸,1,25,B
52,M,2,학사,1,36,D
41,M,2,고졸,0,28,D
43,M,3,석사,0,35,C
47,F,3,석사,1,27,A
39,F,1,석사,0,23,A
54,F,2,학사,1,45,X
37,F,0,박사,0,36,A
43,M,4,석사,1,35,D
34,F,2,석사,0,23,B
44,F,3,석사,1,26,A
57,F,2,학사,0,47,A
51,M,1,고졸,0,43,C
43,F,4,석사,0,24,B
43,F,3,석사,1,37,B
64,M,0,석사,1,53,A
27,M,0,석사,0,17,E
35,F,1,고졸,1,17,X
