model,engine_power,age_in_days,km,previous_owners,price,,,,,,,,,,,
pop,51,701,39162,1,9780,,,,,,,,,,,
lounge,51,3743,128000,1,6700,,,,,,,,,,,
pop,51,4049,163000,1,4900,,,,,,,,,,,
lounge,51,1066,69000,1,8900,,,,,,,,,,,
lounge,51,670,42207,1,8900,,,,,,,,,,,
lounge,51,4414,149326,1,3900,,,,,,,,,,,
pop,51,2739,91000,1,7800,,,,,,,,,,,
lounge,51,2466,110000,1,5990,,,,,,,,,,,
pop,51,1886,33530,1,7300,,,,,,,,,,,
lounge,51,670,26500,1,10800,,,,,,,,,,,
lounge,51,670,56779,1,10900,,,,,,,,,,,
lounge,51,1797,71800,1,9300,,,,,,,,,,,
pop,51,2039,47000,1,7490,,,,,,,,,,,
sport,51,701,39162,1,9879,,,,,,,,,,,
lounge,51,790,36624,1,8990,,,,,,,,,,,
lounge,51,1155,27944,1,9900,,,,,,,,,,,
pop,51,701,42000,1,8450,,,,,,,,,,,
lounge,51,640,38231,1,8900,,,,,,,,,,,
lounge,51,2616,56000,1,7699,,,,,,,,,,,
pop,51,3835,160000,1,5700,,,,,,,,,,,
lounge,51,762,60000,2,9400,,,,,,,,,,,
pop,51,366,19500,2,9900,,,,,,,,,,,
lounge,51,790,28291,1,9499,,,,,,,,,,,
pop,51,1552,54000,1,11000,,,,,,,,,,,
lounge,51,456,22172,1,10900,,,,,,,,,,,
lounge,51,2466,83490,3,6490,,,,,,,,,,,
pop,51,701,39162,3,9879,,,,,,,,,,,
sport,51,4049,98000,1,5500,,,,,,,,,,,
lounge,51,731,17400,1,9800,,,,,,,,,,,
lounge,51,640,34419,1,8900,,,,,,,,,,,
lounge,51,762,18467,1,9999,,,,,,,,,,,
lounge,51,397,13546,1,9550,,,,,,,,,,,
pop,51,670,45400,1,10500,,,,,,,,,,,
sport,51,3500,60000,2,6900,,,,,,,,,,,
pop,51,4474,119000,2,4700,,,,,,,,,,,
pop,51,4049,140000,2,5700,,,,,,,,,,,
lounge,51,2527,117000,2,7885,,,,,,,,,,,
lounge,51,1278,24162,1,8990,,,,,,,,,,,
lounge,51,821,32150,1,10400,,,,,,,,,,,
sport,51,701,56779,1,10180,,,,,,,,,,,
lounge,51,821,14900,1,9800,,,,,,,,,,,
lounge,51,2101,80133,1,7990,,,,,,,,,,,
lounge,51,670,35985,1,8900,,,,,,,,,,,
lounge,51,397,13017,1,9550,,,,,,,,,,,
lounge,51,366,7200,1,10500,,,,,,,,,,,
pop,51,366,11200,1,9490,,,,,,,,,,,
lounge,51,456,16000,1,10490,,,,,,,,,,,
pop,51,2527,106000,1,6900,,,,,,,,,,,
lounge,51,2647,70000,1,7500,,,,,,,,,,,
lounge,51,456,21907,1,10900,,,,,,,,,,,
pop,51,1066,16000,1,9500,,,,,,,,,,,
sport,51,701,39162,1,10180,,,,,,,,,,,
lounge,51,456,15344,1,9890,,,,,,,,,,,
lounge,51,790,34629,1,10490,,,,,,,,,,,
lounge,51,2131,64678,1,7490,,,,,,,,,,,
lounge,51,640,39332,1,9400,,,,,,,,,,,
lounge,51,397,13546,1,9550,,,,,,,,,,,
lounge,51,701,34027,1,10500,,,,,,,,,,,
lounge,51,821,28220,1,10400,,,,,,,,,,,
sport,51,3166,90000,1,6500,,,,,,,,,,,
lounge,51,701,10000,1,9800,,,,,,,,,,,
lounge,51,456,18253,1,10900,,,,,,,,,,,
pop,51,366,17000,1,10200,,,,,,,,,,,
pop,51,701,56779,1,10180,,,,,,,,,,,
lounge,51,456,11511,1,9890,,,,,,,,,,,
lounge,51,882,33160,1,9900,,,,,,,,,,,
lounge,51,821,30510,1,10400,,,,,,,,,,,
lounge,51,670,42329,1,9400,,,,,,,,,,,
pop,51,1339,32000,1,7990,,,,,,,,,,,
lounge,51,670,34825,1,10500,,,,,,,,,,,
lounge,51,790,26220,1,8750,,,,,,,,,,,
lounge,51,670,28642,1,9990,,,,,,,,,,,
lounge,51,1461,36000,1,9300,,,,,,,,,,,
lounge,51,762,13590,1,10500,,,,,,,,,,,
pop,51,701,39162,1,10180,,,,,,,,,,,
lounge,51,397,18324,1,9990,,,,,,,,,,,
lounge,51,821,18990,1,10700,,,,,,,,,,,
lounge,51,640,38294,1,8900,,,,,,,,,,,
pop,51,3684,116000,1,4900,,,,,,,,,,,
lounge,51,640,33630,1,10500,,,,,,,,,,,
lounge,51,821,26390,1,10500,,,,,,,,,,,
lounge,51,670,28181,1,9990,,,,,,,,,,,
lounge,51,1247,23000,1,10600,,,,,,,,,,,
lounge,51,1035,22000,1,9500,,,,,,,,,,,
lounge,51,4108,90000,1,5000,,,,,,,,,,,
lounge,51,2070,114000,1,7000,,,,,,,,,,,
lounge,51,397,18900,1,10900,,,,,,,,,,,
lounge,51,670,30000,1,10800,,,,,,,,,,,
lounge,51,609,44208,1,9500,,,,,,,,,,,
lounge,51,609,114000,1,4600,,,,,,,,,,,
lounge,51,640,33389,1,8900,,,,,,,,,,,
sport,73,4414,190000,1,3800,,,,,,,,,,,
pop,51,4414,119000,1,4490,,,,,,,,,,,
lounge,51,640,41000,1,10800,,,,,,,,,,,
pop,51,1886,33530,1,7300,,,,,,,,,,,
lounge,51,670,30357,1,9990,,,,,,,,,,,
pop,51,731,39900,1,9850,,,,,,,,,,,
lounge,51,1035,25000,1,9500,,,,,,,,,,,
pop,51,790,36060,1,9990,,,,,,,,,,,
lounge,51,1308,49000,1,9490,,,,,,,,,,,
lounge,51,762,41110,1,10300,,,,,,,,,,,
pop,51,2374,108000,1,7400,,,,,,,,,,,
lounge,51,701,39207,1,8900,,,,,,,,,,,
pop,51,2343,82000,1,6490,,,,,,,,,,,
pop,51,1066,66000,1,7900,,,,,,,,,,,
pop,51,790,39144,1,9700,,,,,,,,,,,
lounge,51,1127,24000,1,10990,,,,,,,,,,,
lounge,51,790,30779,1,10490,,,,,,,,,,,
lounge,51,1217,56779,1,10800,,,,,,,,,,,
lounge,51,762,22770,1,10900,,,,,,,,,,,
pop,51,366,17845,1,9800,,,,,,,,,,,
lounge,51,456,11511,1,9890,,,,,,,,,,,
pop,51,701,47600,1,8500,,,,,,,,,,,
lounge,51,4049,158000,1,4500,,,,,,,,,,,
lounge,51,640,32328,1,8900,,,,,,,,,,,
pop,51,3804,110000,1,3900,,,,,,,,,,,
lounge,51,2861,65000,1,5800,,,,,,,,,,,
lounge,51,3684,134000,1,5500,,,,,,,,,,,
lounge,51,1005,28000,1,9800,,,,,,,,,,,
sport,51,4535,133900,1,5900,,,,,,,,,,,
lounge,77,1674,32654,1,9990,,,,,,,,,,,
lounge,51,456,14970,1,10700,,,,,,,,,,,
lounge,51,397,18324,1,9990,,,,,,,,,,,
lounge,74,3957,235000,1,5700,,,,,,,,,,,
lounge,51,2739,82000,1,6900,,,,,,,,,,,
lounge,51,397,11997,1,9999,,,,,,,,,,,
lounge,51,366,17559,1,10800,,,,,,,,,,,
lounge,51,366,13464,1,9699,,,,,,,,,,,
lounge,51,1066,59961,1,7479,,,,,,,,,,,
lounge,51,425,16805,1,10690,,,,,,,,,,,
lounge,51,701,14500,1,10000,,,,,,,,,,,
sport,51,4474,88578,1,5790,,,,,,,,,,,
lounge,51,4322,116210,1,6250,,,,,,,,,,,
pop,51,1066,65689,1,8500,,,,,,,,,,,
lounge,51,1155,53000,1,9990,,,,,,,,,,,
lounge,51,670,30000,1,10800,,,,,,,,,,,
lounge,51,456,15344,1,9890,,,,,,,,,,,
pop,51,397,17000,1,9970,,,,,,,,,,,
pop,51,1736,50059,1,7350,,,,,,,,,,,
lounge,51,397,11997,1,9999,,,,,,,,,,,
lounge,51,397,19510,1,10800,,,,,,,,,,,
lounge,51,397,14796,1,9999,,,,,,,,,,,
lounge,51,701,19000,1,9299,,,,,,,,,,,
pop,51,2192,69000,1,6900,,,,,,,,,,,
lounge,51,821,14630,1,10900,,,,,,,,,,,
pop,51,1431,87000,1,7450,,,,,,,,,,,
lounge,51,3835,124000,1,5200,,,,,,,,,,,
lounge,51,670,31000,1,10800,,,,,,,,,,,
lounge,51,3319,129000,1,5800,,,,,,,,,,,
lounge,51,3197,72900,1,8500,,,,,,,,,,,
pop,51,366,14730,1,9500,,,,,,,,,,,
lounge,51,397,11997,1,9999,,,,,,,,,,,
lounge,51,397,12473,1,10800,,,,,,,,,,,
lounge,51,1431,30200,1,9900,,,,,,,,,,,
lounge,51,640,40600,1,10800,,,,,,,,,,,
lounge,74,3804,62000,1,5900,,,,,,,,,,,
lounge,51,366,14500,1,10100,,,,,,,,,,,
pop,51,2831,79271,1,8490,,,,,,,,,,,
lounge,51,2831,134000,1,5800,,,,,,,,,,,
lounge,51,790,33597,1,9790,,,,,,,,,,,
lounge,51,1005,51000,1,8799,,,,,,,,,,,
lounge,51,670,30000,1,10800,,,,,,,,,,,
lounge,51,1827,81600,1,6490,,,,,,,,,,,
lounge,51,821,26330,1,10500,,,,,,,,,,,
lounge,51,1217,28000,1,8600,,,,,,,,,,,
lounge,51,366,13269,1,10800,,,,,,,,,,,
lounge,51,2131,59000,1,8400,,,,,,,,,,,
pop,51,731,33961,1,10200,,,,,,,,,,,
lounge,51,425,24500,1,10100,,,,,,,,,,,
pop,51,3623,77000,1,7990,,,,,,,,,,,
lounge,51,1155,32000,1,8900,,,,,,,,,,,
lounge,51,1827,39439,1,9400,,,,,,,,,,,
pop,51,366,19220,1,9800,,,,,,,,,,,
sport,51,4261,95000,1,4800,,,,,,,,,,,
lounge,51,1155,38000,1,8999,,,,,,,,,,,
lounge,51,640,33000,1,9900,,,,,,,,,,,
lounge,51,701,42915,1,9500,,,,,,,,,,,
pop,51,790,50740,1,8300,,,,,,,,,,,
lounge,51,456,19494,1,10900,,,,,,,,,,,
pop,51,1766,80000,1,7500,,,,,,,,,,,
lounge,51,2162,78817,1,8500,,,,,,,,,,,
lounge,51,731,20000,1,9900,,,,,,,,,,,
lounge,51,670,24598,1,10000,,,,,,,,,,,
pop,51,731,25000,1,10400,,,,,,,,,,,
lounge,51,2861,108000,2,6900,,,,,,,,,,,
lounge,51,2251,57688,2,8800,,,,,,,,,,,
lounge,51,456,13250,2,10890,,,,,,,,,,,
lounge,51,1155,40700,1,8750,,,,,,,,,,,
lounge,51,670,29000,1,9900,,,,,,,,,,,
lounge,51,1186,14500,1,10990,,,,,,,,,,,
pop,51,790,42259,1,8300,,,,,,,,,,,
lounge,51,670,5140,1,9500,,,,,,,,,,,
lounge,51,3653,122649,1,5300,,,,,,,,,,,
lounge,51,3227,54877,1,9900,,,,,,,,,,,
lounge,51,882,25000,1,8900,,,,,,,,,,,
lounge,51,3074,98000,1,6500,,,,,,,,,,,
lounge,51,2101,46000,1,9200,,,,,,,,,,,
lounge,51,821,15546,1,9500,,,,,,,,,,,
pop,51,1278,41000,1,7799,,,,,,,,,,,
lounge,51,640,33007,1,9700,,,,,,,,,,,
pop,51,517,23000,1,10990,,,,,,,,,,,
pop,51,2282,85000,1,8400,,,,,,,,,,,
lounge,51,366,11500,1,10400,,,,,,,,,,,
pop,51,366,19455,1,9500,,,,,,,,,,,
lounge,51,397,15999,1,9999,,,,,,,,,,,
lounge,51,3135,89000,1,6900,,,,,,,,,,,
lounge,51,2162,78817,1,8500,,,,,,,,,,,
lounge,51,2861,47016,1,7900,,,,,,,,,,,
lounge,51,790,18700,1,9900,,,,,,,,,,,
lounge,51,1370,55600,1,9300,,,,,,,,,,,
lounge,51,790,40000,1,9900,,,,,,,,,,,
lounge,51,1613,45000,1,8800,,,,,,,,,,,
lounge,51,2162,66900,1,8500,,,,,,,,,,,
lounge,51,701,31331,1,9700,,,,,,,,,,,
lounge,51,456,14900,1,10400,,,,,,,,,,,
pop,51,4383,107600,1,3950,,,,,,,,,,,
sport,51,3623,185000,1,4400,,,,,,,,,,,
lounge,51,1917,53182,1,7900,,,,,,,,,,,
lounge,51,731,9600,1,10500,,,,,,,,,,,
lounge,51,640,39414,1,8900,,,,,,,,,,,
pop,51,366,5870,1,10999,,,,,,,,,,,
lounge,51,1858,94752,1,7900,,,,,,,,,,,
lounge,51,790,18300,1,9980,,,,,,,,,,,
pop,51,3500,105026,1,5490,,,,,,,,,,,
pop,51,1858,108650,1,6790,,,,,,,,,,,
lounge,51,397,13988,1,10500,,,,,,,,,,,
lounge,51,762,20000,1,8990,,,,,,,,,,,
lounge,51,640,41810,1,9700,,,,,,,,,,,
pop,51,3347,85500,1,5699,,,,,,,,,,,
sport,73,4108,129000,1,4000,,,,,,,,,,,
lounge,51,2527,92956,1,7300,,,,,,,,,,,
lounge,51,425,15380,1,10500,,,,,,,,,,,
lounge,51,1035,45000,1,10500,,,,,,,,,,,
lounge,51,640,28548,1,9400,,,,,,,,,,,
pop,51,366,5870,1,10999,,,,,,,,,,,
lounge,51,1066,70458,1,8900,,,,,,,,,,,
lounge,51,3774,106000,2,6300,,,,,,,,,,,
lounge,51,3013,76000,2,6900,,,,,,,,,,,
lounge,51,762,18000,2,9900,,,,,,,,,,,
lounge,51,762,18157,1,9590,,,,,,,,,,,
lounge,51,701,24000,1,8990,,,,,,,,,,,
lounge,51,640,30323,1,9700,,,,,,,,,,,
pop,51,3347,85500,1,5699,,,,,,,,,,,
sport,51,3288,145000,2,4500,,,,,,,,,,,
lounge,51,397,19600,2,10900,,,,,,,,,,,
lounge,51,4108,134000,2,5550,,,,,,,,,,,
lounge,51,1035,45000,2,10500,,,,,,,,,,,
lounge,51,701,25656,2,9400,,,,,,,,,,,
pop,51,366,5870,2,10999,,,,,,,,,,,
lounge,51,1066,68597,2,8900,,,,,,,,,,,
lounge,51,762,37447,2,9990,,,,,,,,,,,
pop,51,3743,129000,2,5300,,,,,,,,,,,
lounge,51,762,20000,2,9900,,,,,,,,,,,
pop,51,821,13000,1,9900,,,,,,,,,,,
lounge,51,762,10100,1,9900,,,,,,,,,,,
lounge,51,640,32061,1,9700,,,,,,,,,,,
pop,51,3347,85500,1,5699,,,,,,,,,,,
lounge,51,790,38510,1,10300,,,,,,,,,,,
lounge,51,3288,84318,1,6450,,,,,,,,,,,
lounge,51,670,25571,1,9400,,,,,,,,,,,
lounge,51,670,42260,1,9400,,,,,,,,,,,
pop,51,366,5870,1,10999,,,,,,,,,,,
lounge,51,1066,70055,1,8900,,,,,,,,,,,
lounge,51,366,9248,1,10000,,,,,,,,,,,
lounge,51,1552,36500,1,9900,,,,,,,,,,,
lounge,51,790,15000,1,9900,,,,,,,,,,,
lounge,51,3927,98137,1,5500,,,,,,,,,,,
lounge,51,1186,34000,1,8499,,,,,,,,,,,
lounge,51,701,28438,1,9700,,,,,,,,,,,
lounge,51,731,22125,1,9950,,,,,,,,,,,
lounge,51,852,30000,1,9800,,,,,,,,,,,
sport,51,1858,65000,1,10490,,,,,,,,,,,
lounge,51,397,12917,1,9690,,,,,,,,,,,
lounge,51,670,32129,1,9400,,,,,,,,,,,
lounge,51,640,32970,1,9400,,,,,,,,,,,
lounge,51,1917,89000,1,8500,,,,,,,,,,,
lounge,51,1066,77020,1,8900,,,,,,,,,,,
lounge,51,366,9248,1,10000,,,,,,,,,,,
lounge,51,762,18000,1,10450,,,,,,,,,,,
lounge,51,790,22000,1,9900,,,,,,,,,,,
pop,51,366,16600,1,10200,,,,,,,,,,,
lounge,51,1461,39500,3,9800,,,,,,,,,,,
lounge,51,670,14475,3,9700,,,,,,,,,,,
lounge,51,1400,58684,3,8900,,,,,,,,,,,
lounge,51,4018,35473,1,6799,,,,,,,,,,,
lounge,51,790,37000,1,8990,,,,,,,,,,,
lounge,51,1127,29500,1,9700,,,,,,,,,,,
lounge,51,701,34031,1,9400,,,,,,,,,,,
lounge,51,670,32867,1,9400,,,,,,,,,,,
pop,51,2922,120000,1,7950,,,,,,,,,,,
lounge,51,1066,73589,1,8900,,,,,,,,,,,
lounge,51,578,32057,1,9600,,,,,,,,,,,
lounge,51,366,13105,1,10950,,,,,,,,,,,
lounge,51,701,25692,1,10300,,,,,,,,,,,
lounge,51,2496,85598,1,7400,,,,,,,,,,,
lounge,51,731,20025,1,9900,,,,,,,,,,,
lounge,51,670,39470,1,10900,,,,,,,,,,,
lounge,51,640,31277,1,9500,,,,,,,,,,,
sport,74,3896,157000,2,4900,,,,,,,,,,,
sport,51,3835,83000,2,5900,,,,,,,,,,,
lounge,51,640,33626,2,9400,,,,,,,,,,,
lounge,51,670,32213,2,8900,,,,,,,,,,,
pop,51,3927,156000,2,4500,,,,,,,,,,,
lounge,62,3197,72247,1,7500,,,,,,,,,,,
lounge,51,578,32057,1,9600,,,,,,,,,,,
pop,51,3500,160000,1,6250,,,,,,,,,,,
lounge,51,4627,171150,1,2900,,,,,,,,,,,
lounge,51,1583,97000,1,8700,,,,,,,,,,,
sport,51,701,39162,1,9780,,,,,,,,,,,
pop,51,1858,69683,1,8500,,,,,,,,,,,
lounge,51,397,15728,1,9970,,,,,,,,,,,
lounge,51,366,12950,1,10400,,,,,,,,,,,
lounge,51,2251,32000,1,8600,,,,,,,,,,,
lounge,51,640,35711,1,9400,,,,,,,,,,,
lounge,51,670,35872,1,9400,,,,,,,,,,,
lounge,51,4139,123105,2,4500,,,,,,,,,,,
lounge,51,1066,76391,2,8900,,,,,,,,,,,
pop,51,1400,57662,1,7800,,,,,,,,,,,
lounge,62,2496,80000,1,7400,,,,,,,,,,,
lounge,51,548,9700,1,10900,,,,,,,,,,,
lounge,51,762,33435,1,10900,,,,,,,,,,,
pop,51,1613,62000,1,7800,,,,,,,,,,,
lounge,51,790,21600,1,8750,,,,,,,,,,,
lounge,51,1278,69140,1,8700,,,,,,,,,,,
lounge,51,397,16653,1,9970,,,,,,,,,,,
pop,51,366,14730,1,9500,,,,,,,,,,,
pop,51,1186,58000,1,8900,,,,,,,,,,,
lounge,51,701,34120,1,9400,,,,,,,,,,,
lounge,51,640,33767,1,9400,,,,,,,,,,,
pop,51,1858,57500,1,7500,,,,,,,,,,,
lounge,51,1066,71107,1,8900,,,,,,,,,,,
lounge,51,701,36500,1,10990,,,,,,,,,,,
lounge,51,3288,61973,1,7950,,,,,,,,,,,
lounge,73,2496,69000,1,6800,,,,,,,,,,,
lounge,51,762,29378,1,10900,,,,,,,,,,,
pop,51,366,19637,1,9800,,,,,,,,,,,
lounge,51,790,22610,1,8000,,,,,,,,,,,
pop,51,3227,73000,1,7490,,,,,,,,,,,
lounge,51,397,12575,1,9970,,,,,,,,,,,
pop,51,1127,68523,1,8250,,,,,,,,,,,
lounge,51,2466,78000,1,7900,,,,,,,,,,,
lounge,51,609,32733,1,9400,,,,,,,,,,,
lounge,51,640,39328,1,9400,,,,,,,,,,,
lounge,51,3835,123892,1,6500,,,,,,,,,,,
lounge,51,1066,72076,1,8900,,,,,,,,,,,
lounge,51,701,36500,1,9990,,,,,,,,,,,
lounge,51,762,16000,1,8990,,,,,,,,,,,
lounge,51,4230,130000,1,5100,,,,,,,,,,,
lounge,51,701,29506,1,10700,,,,,,,,,,,
lounge,51,762,36993,1,8980,,,,,,,,,,,
lounge,51,790,24620,1,8000,,,,,,,,,,,
lounge,51,425,19046,1,10500,,,,,,,,,,,
pop,51,3227,48000,1,8500,,,,,,,,,,,
pop,51,1155,65235,1,8250,,,,,,,,,,,
lounge,51,3592,80000,1,6500,,,,,,,,,,,
lounge,51,640,37891,1,9400,,,,,,,,,,,
lounge,51,670,38507,1,9400,,,,,,,,,,,
lounge,51,3988,115557,1,4900,,,,,,,,,,,
lounge,51,1066,69873,1,8900,,,,,,,,,,,
lounge,51,762,38300,1,10600,,,,,,,,,,,
lounge,51,1308,27471,1,10500,,,,,,,,,,,
pop,51,3653,52000,1,9500,,,,,,,,,,,
pop,51,2374,94063,1,6900,,,,,,,,,,,
lounge,51,762,36993,1,8980,,,,,,,,,,,
lounge,51,790,27440,1,8650,,,,,,,,,,,
pop,51,2831,75070,2,5500,,,,,,,,,,,
sport,51,4049,110661,2,6300,,,,,,,,,,,
lounge,51,3804,130000,2,6400,,,,,,,,,,,
lounge,51,1766,29400,2,7300,,,,,,,,,,,
lounge,51,609,32665,2,9400,,,,,,,,,,,
lounge,51,670,35755,2,9400,,,,,,,,,,,
lounge,51,456,20941,1,9700,,,,,,,,,,,
lounge,51,731,19100,1,10200,,,,,,,,,,,
lounge,51,762,38300,1,9800,,,,,,,,,,,
lounge,62,1400,24936,1,8500,,,,,,,,,,,
lounge,51,1917,73000,1,7500,,,,,,,,,,,
lounge,51,1096,38000,1,9400,,,,,,,,,,,
lounge,51,762,36112,1,8980,,,,,,,,,,,
pop,51,1127,31350,1,8750,,,,,,,,,,,
pop,51,3074,72500,1,8499,,,,,,,,,,,
lounge,51,1827,71000,1,7600,,,,,,,,,,,
pop,51,1308,38000,1,8900,,,,,,,,,,,
sport,51,821,29000,1,8500,,,,,,,,,,,
lounge,51,701,36342,1,9400,,,,,,,,,,,
lounge,51,640,30954,1,9400,,,,,,,,,,,
lounge,51,762,18800,1,9700,,,,,,,,,,,
pop,51,2466,52200,1,8900,,,,,,,,,,,
lounge,51,1461,46108,1,8000,,,,,,,,,,,
lounge,51,1431,38000,1,9900,,,,,,,,,,,
lounge,51,2374,75900,1,8500,,,,,,,,,,,
lounge,51,762,39751,1,9900,,,,,,,,,,,
lounge,51,670,33000,1,10490,,,,,,,,,,,
lounge,51,670,21720,1,9900,,,,,,,,,,,
lounge,51,3743,56600,1,5600,,,,,,,,,,,
lounge,51,3743,189000,1,3990,,,,,,,,,,,
lounge,51,701,34233,1,9400,,,,,,,,,,,
lounge,51,670,42695,1,8900,,,,,,,,,,,
lounge,51,701,25900,1,9900,,,,,,,,,,,
lounge,51,3166,95000,1,7400,,,,,,,,,,,
lounge,51,1917,29000,1,9000,,,,,,,,,,,
lounge,51,2861,50000,1,6950,,,,,,,,,,,
lounge,51,1521,57800,1,9500,,,,,,,,,,,
lounge,51,762,20457,1,9700,,,,,,,,,,,
pop,51,1155,28000,1,10900,,,,,,,,,,,
lounge,51,1461,103519,1,7500,,,,,,,,,,,
lounge,51,2192,100000,1,8600,,,,,,,,,,,
lounge,51,1066,69916,1,8980,,,,,,,,,,,
lounge,51,670,34819,1,9400,,,,,,,,,,,
lounge,51,701,42095,1,8900,,,,,,,,,,,
lounge,51,1096,16876,1,10500,,,,,,,,,,,
pop,51,1155,47000,1,7900,,,,,,,,,,,
lounge,51,3562,88000,1,5000,,,,,,,,,,,
lounge,51,1797,61000,1,6990,,,,,,,,,,,
lounge,51,762,15613,1,9900,,,,,,,,,,,
pop,51,790,44687,1,8800,,,,,,,,,,,
lounge,51,1461,103519,1,7500,,,,,,,,,,,
lounge,51,4474,143900,1,5400,,,,,,,,,,,
lounge,51,1066,69916,1,8980,,,,,,,,,,,
lounge,51,670,32835,1,9400,,,,,,,,,,,
lounge,51,701,39024,1,9400,,,,,,,,,,,
lounge,51,397,16300,1,10200,,,,,,,,,,,
lounge,51,943,15748,1,10700,,,,,,,,,,,
lounge,51,790,46038,1,10900,,,,,,,,,,,
lounge,51,3319,122000,1,5500,,,,,,,,,,,
lounge,51,3684,105000,1,6200,,,,,,,,,,,
lounge,51,3105,99999,1,6500,,,,,,,,,,,
pop,51,397,15000,1,9970,,,,,,,,,,,
sport,62,3166,89000,1,5500,,,,,,,,,,,
lounge,51,1247,75000,1,8000,,,,,,,,,,,
pop,51,1186,42900,1,9900,,,,,,,,,,,
lounge,51,1066,69916,1,8980,,,,,,,,,,,
lounge,51,701,33942,1,9400,,,,,,,,,,,
lounge,51,701,37093,1,9400,,,,,,,,,,,
lounge,51,397,16300,1,10200,,,,,,,,,,,
lounge,51,425,17539,1,10500,,,,,,,,,,,
lounge,51,762,16700,1,9990,,,,,,,,,,,
lounge,51,762,9500,1,10900,,,,,,,,,,,
lounge,51,790,24086,1,10350,,,,,,,,,,,
pop,62,3470,90000,1,5199,,,,,,,,,,,
lounge,51,1797,48500,1,7500,,,,,,,,,,,
lounge,51,2039,50000,1,8000,,,,,,,,,,,
sport,51,3288,160012,4,3900,,,,,,,,,,,
lounge,51,1492,58000,4,8890,,,,,,,,,,,
lounge,51,1066,69916,4,8980,,,,,,,,,,,
lounge,51,701,35752,4,9400,,,,,,,,,,,
lounge,51,640,34992,4,9400,,,,,,,,,,,
lounge,51,397,16300,4,10200,,,,,,,,,,,
pop,51,2527,82000,1,3950,,,,,,,,,,,
pop,51,731,17000,1,9500,,,,,,,,,,,
lounge,51,1858,48900,1,10900,,,,,,,,,,,
lounge,51,731,24235,1,10350,,,,,,,,,,,
pop,51,2496,80000,1,8500,,,,,,,,,,,
lounge,51,731,16500,1,10500,,,,,,,,,,,
lounge,51,1917,126426,1,6500,,,,,,,,,,,
lounge,51,701,58231,1,7900,,,,,,,,,,,
lounge,51,1674,89000,1,7600,,,,,,,,,,,
lounge,51,1066,69916,1,8979,,,,,,,,,,,
lounge,51,670,36458,1,9400,,,,,,,,,,,
lounge,51,670,40639,1,8900,,,,,,,,,,,
lounge,51,974,40000,1,9950,,,,,,,,,,,
lounge,51,731,12000,1,9980,,,,,,,,,,,
lounge,51,366,15000,1,10900,,,,,,,,,,,
lounge,51,731,17228,1,9900,,,,,,,,,,,
lounge,73,4596,220000,2,3850,,,,,,,,,,,
pop,51,2527,108000,1,6800,,,,,,,,,,,
pop,51,366,22148,1,9500,,,,,,,,,,,
lounge,51,1066,69916,1,8980,,,,,,,,,,,
lounge,51,2922,100000,1,6999,,,,,,,,,,,
lounge,51,609,27370,1,9400,,,,,,,,,,,
pop,51,4414,69000,1,5290,,,,,,,,,,,
sport,51,2739,77149,3,7800,,,,,,,,,,,
pop,62,3347,80000,3,7900,,,,,,,,,,,
pop,51,1461,91055,3,7450,,,,,,,,,,,
lounge,51,397,15840,3,10700,,,,,,,,,,,
sport,51,1400,60000,1,10800,,,,,,,,,,,
pop,51,1066,53100,1,8900,,,,,,,,,,,
pop,51,1917,52008,1,9900,,,,,,,,,,,
sport,51,3774,161900,1,4500,,,,,,,,,,,
lounge,51,670,32473,1,9400,,,,,,,,,,,
pop,51,1066,82200,1,7990,,,,,,,,,,,
sport,51,4322,95000,1,4500,,,,,,,,,,,
pop,51,1886,11000,1,10500,,,,,,,,,,,
pop,51,1431,87770,1,7450,,,,,,,,,,,
lounge,51,701,17324,1,9950,,,,,,,,,,,
lounge,51,701,43379,1,9850,,,,,,,,,,,
pop,51,2982,89000,1,6400,,,,,,,,,,,
pop,51,4139,136000,1,4100,,,,,,,,,,,
lounge,51,2982,127000,1,5450,,,,,,,,,,,
lounge,62,3439,79000,1,6500,,,,,,,,,,,
pop,51,1066,52700,1,9000,,,,,,,,,,,
pop,51,1066,80800,1,7990,,,,,,,,,,,
lounge,51,1917,124999,1,6999,,,,,,,,,,,
pop,73,3865,80500,1,8500,,,,,,,,,,,
pop,51,366,16100,1,10900,,,,,,,,,,,
lounge,51,397,16053,1,10500,,,,,,,,,,,
lounge,51,670,30000,1,10800,,,,,,,,,,,
lounge,51,1035,15000,1,10990,,,,,,,,,,,
lounge,51,3774,85000,1,4000,,,,,,,,,,,
lounge,51,366,14618,1,10500,,,,,,,,,,,
pop,51,2251,79800,1,6450,,,,,,,,,,,
pop,51,2192,53300,1,7900,,,,,,,,,,,
lounge,51,790,41870,1,9500,,,,,,,,,,,
lounge,51,1705,23600,1,9300,,,,,,,,,,,
pop,51,517,3000,1,9999,,,,,,,,,,,
lounge,51,2861,126000,1,5500,,,,,,,,,,,
lounge,51,731,22551,1,9900,,,,,,,,,,,
lounge,51,670,29000,1,10800,,,,,,,,,,,
sport,73,4505,127000,1,4750,,,,,,,,,,,
pop,51,1917,52008,1,9900,,,,,,,,,,,
sport,51,3712,115280,1,5200,,,,,,,,,,,
lounge,74,3835,112000,1,4600,,,,,,,,,,,
pop,51,2223,60457,1,7500,,,,,,,,,,,
lounge,51,2557,80750,1,5990,,,,,,,,,,,
