satisfaction,Gender,Age,Customer_Type,Class,Flight_Distance,Seat_comfort,Food_and_drink,Inflight_wifi_service,Inflight_entertainment,Onboard_service,Leg_room_service,Baggage_handling,Cleanliness,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes
dissatisfied,Male,51.0,Loyal Customer,Eco,2269.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,318.0,317.0
satisfied,Female,57.0,Loyal Customer,Eco,895.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,36.0,15.0
satisfied,Female,47.0,Loyal Customer,Eco,957.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0
satisfied,Female,34.0,Loyal Customer,Eco,2118.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,8.0,9.0
dissatisfied,Female,56.0,Loyal Customer,Eco,343.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,23.0,13.0
satisfied,Female,37.0,Loyal Customer,Eco,2095.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,8.0,5.0
satisfied,Female,60.0,Loyal Customer,Eco,735.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,2.0,0.0,0.0
satisfied,Female,34.0,Loyal Customer,Eco Plus,3257.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,5.0,0.0,0.0
satisfied,Female,40.0,Loyal Customer,Eco Plus,2884.0,2.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,0.0,0.0
dissatisfied,Male,24.0,Loyal Customer,Eco,2432.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,14.0,0.0
satisfied,Female,21.0,Loyal Customer,Eco,2144.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,5.0,2.0,0.0
satisfied,Female,27.0,Loyal Customer,Eco,1577.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,69.0,Loyal Customer,Eco,222.0,5.0,5.0,1.0,1.0,3.0,5.0,3.0,3.0,0.0,3.0
dissatisfied,Male,56.0,Loyal Customer,Eco,2489.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,5.0,7.0,0.0
dissatisfied,Male,51.0,Loyal Customer,Eco,1870.0,2.0,2.0,3.0,2.0,5.0,4.0,2.0,5.0,2.0,17.0
satisfied,Female,58.0,Loyal Customer,Eco Plus,762.0,0.0,0.0,2.0,0.0,4.0,2.0,5.0,3.0,19.0,13.0
dissatisfied,Male,31.0,Loyal Customer,Eco,2296.0,1.0,1.0,2.0,1.0,3.0,5.0,5.0,5.0,12.0,4.0
dissatisfied,Male,19.0,Loyal Customer,Eco,1721.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,0.0,0.0
dissatisfied,Male,25.0,Loyal Customer,Eco,1457.0,2.0,3.0,4.0,3.0,2.0,5.0,4.0,4.0,0.0,0.0
satisfied,Female,68.0,Loyal Customer,Eco Plus,409.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,39.0,Loyal Customer,Eco,1963.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,7.0,11.0
dissatisfied,Female,47.0,Loyal Customer,Eco,707.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,2.0,10.0,0.0
satisfied,Female,51.0,Loyal Customer,Eco,698.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,4.0,0.0,0.0
satisfied,Male,29.0,Loyal Customer,Eco,1581.0,4.0,4.0,3.0,4.0,1.0,5.0,2.0,3.0,0.0,0.0
dissatisfied,Female,60.0,Loyal Customer,Eco,1099.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,9.0,2.0
dissatisfied,Female,29.0,Loyal Customer,Eco Plus,1700.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,0.0,3.0
satisfied,Male,10.0,Loyal Customer,Eco,1565.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,1.0,0.0
dissatisfied,Male,70.0,Loyal Customer,Eco,1298.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,0.0,0.0
satisfied,Female,13.0,Loyal Customer,Eco,2367.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,0.0,13.0
satisfied,Female,26.0,Loyal Customer,Eco,1696.0,5.0,5.0,3.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0
dissatisfied,Male,16.0,Loyal Customer,Eco,1727.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,15.0,26.0
satisfied,Female,21.0,Loyal Customer,Eco,1216.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0
satisfied,Female,69.0,Loyal Customer,Eco,287.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,55.0,Loyal Customer,Eco,1748.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0
dissatisfied,Male,11.0,Loyal Customer,Eco,2989.0,3.0,3.0,1.0,3.0,5.0,4.0,3.0,5.0,101.0,58.0
dissatisfied,Female,47.0,Loyal Customer,Eco,327.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,0.0,4.0
dissatisfied,Male,11.0,Loyal Customer,Eco,2595.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,207.0,205.0
dissatisfied,Male,42.0,Loyal Customer,Eco,1595.0,3.0,3.0,5.0,3.0,1.0,3.0,4.0,4.0,0.0,0.0
satisfied,Female,23.0,Loyal Customer,Eco,2359.0,5.0,3.0,5.0,5.0,4.0,1.0,1.0,3.0,0.0,0.0
dissatisfied,Male,11.0,Loyal Customer,Eco,1823.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,5.0,0.0,0.0
dissatisfied,Male,16.0,Loyal Customer,Eco,2872.0,2.0,2.0,1.0,2.0,4.0,5.0,3.0,5.0,22.0,0.0
dissatisfied,Male,54.0,Loyal Customer,Eco,1871.0,2.0,2.0,5.0,2.0,5.0,3.0,4.0,5.0,8.0,5.0
satisfied,Female,16.0,Loyal Customer,Eco,1307.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0
dissatisfied,Male,12.0,Loyal Customer,Eco,1628.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0
dissatisfied,Male,30.0,Loyal Customer,Eco,3924.0,4.0,4.0,4.0,1.0,2.0,4.0,5.0,3.0,138.0,167.0
satisfied,Male,31.0,Loyal Customer,Eco,1771.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,0.0,0.0
dissatisfied,Male,63.0,Loyal Customer,Eco,2639.0,1.0,0.0,5.0,0.0,2.0,3.0,5.0,3.0,0.0,0.0
dissatisfied,Male,45.0,Loyal Customer,Eco,1063.0,4.0,4.0,1.0,4.0,4.0,5.0,5.0,4.0,0.0,0.0
dissatisfied,Male,23.0,Loyal Customer,Eco,1429.0,2.0,0.0,5.0,0.0,1.0,5.0,2.0,2.0,20.0,29.0
satisfied,Female,26.0,Loyal Customer,Eco,1682.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,1.0,0.0
satisfied,Female,20.0,Loyal Customer,Eco,3156.0,1.0,1.0,5.0,5.0,4.0,2.0,2.0,5.0,109.0,105.0
dissatisfied,Male,45.0,Loyal Customer,Eco Plus,1717.0,2.0,0.0,4.0,0.0,4.0,4.0,4.0,5.0,3.0,0.0
dissatisfied,Male,47.0,Loyal Customer,Eco,1938.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0
satisfied,Female,40.0,Loyal Customer,Eco,1568.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,18.0,9.0
dissatisfied,Male,47.0,Loyal Customer,Business,784.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,12.0,7.0
satisfied,Female,43.0,Loyal Customer,Eco,1117.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,7.0
dissatisfied,Male,53.0,Loyal Customer,Eco,1523.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,0.0,0.0
satisfied,Female,45.0,Loyal Customer,Eco,440.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,57.0,Loyal Customer,Eco,1389.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,0.0,0.0
satisfied,Female,35.0,Loyal Customer,Eco,1628.0,4.0,4.0,5.0,5.0,3.0,2.0,1.0,5.0,16.0,24.0
dissatisfied,Male,60.0,disloyal Customer,Eco,1292.0,2.0,0.0,1.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0
dissatisfied,Male,12.0,Loyal Customer,Eco,1965.0,1.0,1.0,2.0,1.0,5.0,3.0,4.0,3.0,0.0,1.0
dissatisfied,Male,18.0,Loyal Customer,Eco,1949.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,0.0,0.0
dissatisfied,Male,51.0,Loyal Customer,Eco Plus,1908.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,17.0,27.0
satisfied,Male,54.0,Loyal Customer,Eco,2437.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,0.0,0.0
satisfied,Female,21.0,Loyal Customer,Eco,1574.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,0.0,0.0
satisfied,Female,10.0,Loyal Customer,Eco,1660.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0
satisfied,Female,25.0,Loyal Customer,Eco,2146.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0
satisfied,Female,56.0,Loyal Customer,Eco,493.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,11.0,0.0
dissatisfied,Male,40.0,Loyal Customer,Eco,2384.0,2.0,2.0,1.0,2.0,3.0,5.0,4.0,5.0,0.0,0.0
satisfied,Female,26.0,Loyal Customer,Eco,2464.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,44.0,Loyal Customer,Eco,886.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,49.0,Loyal Customer,Eco,471.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,10.0,Loyal Customer,Eco,3560.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0
satisfied,Female,26.0,Loyal Customer,Eco,1739.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0
satisfied,Female,51.0,Loyal Customer,Eco,361.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,9.0,0.0
dissatisfied,Male,44.0,Loyal Customer,Eco,1176.0,3.0,3.0,2.0,3.0,1.0,5.0,3.0,3.0,0.0,0.0
satisfied,Female,19.0,Loyal Customer,Eco,2417.0,3.0,3.0,5.0,5.0,2.0,3.0,2.0,2.0,0.0,0.0
satisfied,Female,55.0,Loyal Customer,Eco,63.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,49.0,Loyal Customer,Eco,2255.0,1.0,1.0,3.0,1.0,2.0,5.0,4.0,3.0,0.0,0.0
satisfied,Male,15.0,Loyal Customer,Eco,1912.0,5.0,5.0,2.0,5.0,3.0,3.0,4.0,3.0,0.0,0.0
satisfied,Female,21.0,Loyal Customer,Eco,1333.0,0.0,0.0,4.0,0.0,3.0,4.0,4.0,4.0,0.0,11.0
dissatisfied,Male,25.0,Loyal Customer,Eco,1512.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,5.0,1.0,21.0
satisfied,Female,23.0,Loyal Customer,Eco Plus,2738.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0
dissatisfied,Male,32.0,Loyal Customer,Eco,2368.0,2.0,2.0,3.0,2.0,4.0,2.0,5.0,5.0,20.0,5.0
dissatisfied,Male,26.0,Loyal Customer,Eco,1910.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,18.0,12.0
dissatisfied,Male,51.0,Loyal Customer,Eco,1686.0,3.0,5.0,2.0,5.0,5.0,2.0,4.0,1.0,0.0,0.0
dissatisfied,Male,53.0,Loyal Customer,Eco,1796.0,1.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,33.0,32.0
dissatisfied,Male,15.0,Loyal Customer,Eco,1061.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,21.0,14.0
satisfied,Female,7.0,Loyal Customer,Eco,2945.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,4.0,0.0,0.0
dissatisfied,Male,33.0,Loyal Customer,Business,2872.0,2.0,2.0,4.0,2.0,3.0,5.0,5.0,4.0,92.0,70.0
satisfied,Female,50.0,Loyal Customer,Eco,1293.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Female,23.0,Loyal Customer,Eco,1981.0,4.0,4.0,5.0,4.0,1.0,2.0,3.0,1.0,4.0,0.0
dissatisfied,Male,9.0,Loyal Customer,Eco,1922.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,0.0,0.0
dissatisfied,Male,30.0,Loyal Customer,Eco,2434.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,0.0,0.0
dissatisfied,Male,69.0,Loyal Customer,Eco,1421.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,4.0,0.0,5.0
dissatisfied,Female,30.0,Loyal Customer,Eco,2054.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,145.0,138.0
dissatisfied,Male,46.0,Loyal Customer,Eco,2330.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
dissatisfied,Male,40.0,Loyal Customer,Eco,1528.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,0.0,5.0
dissatisfied,Male,13.0,Loyal Customer,Eco,3339.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,188.0,198.0
dissatisfied,Male,59.0,Loyal Customer,Eco,1914.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,44.0,33.0
satisfied,Male,51.0,Loyal Customer,Eco,1024.0,5.0,5.0,1.0,5.0,3.0,2.0,5.0,5.0,0.0,11.0
satisfied,Female,14.0,Loyal Customer,Business,1841.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,7.0
dissatisfied,Male,58.0,Loyal Customer,Eco,1907.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,108.0,103.0
dissatisfied,Male,31.0,Loyal Customer,Eco,2490.0,1.0,1.0,5.0,1.0,5.0,3.0,4.0,4.0,0.0,0.0
satisfied,Female,7.0,Loyal Customer,Eco,2655.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,48.0,46.0
satisfied,Female,44.0,Loyal Customer,Eco,2164.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0
satisfied,Female,60.0,Loyal Customer,Eco,786.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,8.0,Loyal Customer,Eco Plus,2920.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,0.0,0.0
satisfied,Female,24.0,Loyal Customer,Eco,2526.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Male,8.0,Loyal Customer,Eco,1727.0,0.0,0.0,5.0,0.0,3.0,5.0,4.0,5.0,0.0,0.0
satisfied,Female,61.0,Loyal Customer,Eco,352.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,70.0,Loyal Customer,Business,825.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0
dissatisfied,Male,15.0,Loyal Customer,Eco,3969.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,0.0,0.0
dissatisfied,Male,13.0,Loyal Customer,Eco,1329.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,60.0,50.0
dissatisfied,Male,26.0,Loyal Customer,Eco,1376.0,4.0,4.0,1.0,4.0,1.0,5.0,2.0,4.0,0.0,0.0
satisfied,Female,13.0,Loyal Customer,Eco,1728.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,19.0,8.0
satisfied,Female,23.0,Loyal Customer,Eco,2269.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,2.0,54.0,50.0
dissatisfied,Male,8.0,Loyal Customer,Eco,2125.0,4.0,4.0,3.0,4.0,3.0,5.0,1.0,1.0,23.0,19.0
satisfied,Female,31.0,Loyal Customer,Eco,1467.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,34.0,29.0
satisfied,Female,23.0,Loyal Customer,Eco Plus,2510.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,41.0,Loyal Customer,Eco,2615.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,5.0,149.0,149.0
satisfied,Female,16.0,Loyal Customer,Eco,2558.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,36.0,32.0
dissatisfied,Male,47.0,Loyal Customer,Eco,1730.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,44.0,51.0
dissatisfied,Male,69.0,Loyal Customer,Eco Plus,2082.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,9.0,11.0
dissatisfied,Male,21.0,Loyal Customer,Eco,2424.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,2.0,63.0,61.0
dissatisfied,Female,29.0,Loyal Customer,Eco,1742.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,38.0,20.0
satisfied,Female,40.0,Loyal Customer,Eco,2251.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,1.0,0.0
satisfied,Female,30.0,Loyal Customer,Eco,2378.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,66.0,61.0
dissatisfied,Male,17.0,Loyal Customer,Eco,1907.0,1.0,0.0,1.0,0.0,3.0,2.0,4.0,5.0,1.0,2.0
dissatisfied,Female,31.0,Loyal Customer,Eco,1351.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0
dissatisfied,Male,10.0,Loyal Customer,Eco,1857.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,5.0,0.0,0.0
dissatisfied,Male,19.0,Loyal Customer,Eco,3792.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,41.0,87.0
satisfied,Female,58.0,Loyal Customer,Eco,475.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,43.0,Loyal Customer,Business,847.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,8.0
satisfied,Female,23.0,Loyal Customer,Eco,3358.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,67.0,Loyal Customer,Eco,1233.0,2.0,5.0,5.0,5.0,1.0,5.0,3.0,4.0,0.0,0.0
dissatisfied,Female,40.0,Loyal Customer,Eco,2391.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,0.0,0.0
satisfied,Male,20.0,Loyal Customer,Business,1459.0,5.0,5.0,1.0,4.0,2.0,4.0,5.0,5.0,20.0,6.0
dissatisfied,Male,7.0,Loyal Customer,Eco,2138.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,0.0,0.0
dissatisfied,Female,70.0,Loyal Customer,Eco,722.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,16.0,13.0
satisfied,Male,45.0,Loyal Customer,Eco,2126.0,5.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0
dissatisfied,Male,9.0,Loyal Customer,Eco,2044.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,0.0,0.0
satisfied,Female,41.0,Loyal Customer,Eco Plus,589.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Female,20.0,Loyal Customer,Eco,1669.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,5.0,0.0,0.0
dissatisfied,Male,10.0,Loyal Customer,Eco,2279.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,14.0,0.0
dissatisfied,Male,64.0,Loyal Customer,Eco,2749.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,12.0,3.0
dissatisfied,Male,53.0,Loyal Customer,Eco,1552.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0
dissatisfied,Female,64.0,Loyal Customer,Eco,1668.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,0.0,0.0
satisfied,Female,59.0,Loyal Customer,Eco,594.0,1.0,1.0,4.0,4.0,3.0,2.0,5.0,4.0,0.0,0.0
dissatisfied,Male,47.0,Loyal Customer,Eco,3670.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,0.0
satisfied,Female,41.0,Loyal Customer,Eco,2261.0,4.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,58.0,41.0
dissatisfied,Male,13.0,Loyal Customer,Eco,2553.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,0.0
dissatisfied,Male,60.0,Loyal Customer,Business,585.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0
satisfied,Female,69.0,Loyal Customer,Eco,400.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,51.0,Loyal Customer,Eco Plus,1898.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,5.0,52.0,30.0
dissatisfied,Female,12.0,Loyal Customer,Eco,2292.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0
dissatisfied,Female,44.0,Loyal Customer,Eco,662.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0
satisfied,Female,26.0,Loyal Customer,Eco,1786.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,14.0,Loyal Customer,Business,2052.0,3.0,3.0,1.0,3.0,5.0,5.0,4.0,5.0,0.0,0.0
dissatisfied,Male,53.0,Loyal Customer,Eco,2043.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0
satisfied,Female,12.0,Loyal Customer,Eco,2125.0,5.0,5.0,3.0,5.0,4.0,5.0,1.0,4.0,0.0,0.0
dissatisfied,Male,37.0,Loyal Customer,Eco,2855.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,4.0,10.0
dissatisfied,Male,18.0,Loyal Customer,Eco,1812.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,4.0,1.0,0.0
dissatisfied,Male,55.0,Loyal Customer,Eco,2371.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,19.0,7.0
satisfied,Female,20.0,Loyal Customer,Eco,2575.0,0.0,0.0,5.0,4.0,5.0,2.0,4.0,4.0,0.0,8.0
dissatisfied,Male,38.0,Loyal Customer,Eco,1655.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,0.0,0.0
satisfied,Female,65.0,Loyal Customer,Eco,497.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,38.0,35.0
satisfied,Female,14.0,Loyal Customer,Eco,3008.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
dissatisfied,Male,13.0,Loyal Customer,Eco,1387.0,2.0,5.0,2.0,5.0,3.0,2.0,5.0,5.0,0.0,0.0
satisfied,Female,22.0,Loyal Customer,Eco,1338.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,0.0,6.0
dissatisfied,Male,43.0,Loyal Customer,Eco,1844.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0
dissatisfied,Male,61.0,Loyal Customer,Eco,1254.0,1.0,0.0,2.0,0.0,3.0,5.0,4.0,5.0,0.0,0.0
dissatisfied,Male,41.0,Loyal Customer,Business,488.0,2.0,2.0,1.0,3.0,5.0,2.0,3.0,5.0,36.0,30.0
satisfied,Female,31.0,Loyal Customer,Eco,4006.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,3.0,6.0,90.0
satisfied,Female,63.0,Loyal Customer,Eco,983.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,43.0,Loyal Customer,Eco,682.0,4.0,3.0,1.0,4.0,5.0,3.0,5.0,5.0,0.0,0.0
dissatisfied,Male,55.0,Loyal Customer,Business,908.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,10.0,35.0
dissatisfied,Male,18.0,Loyal Customer,Eco Plus,3959.0,1.0,1.0,2.0,1.0,3.0,5.0,3.0,4.0,0.0,0.0
dissatisfied,Male,58.0,Loyal Customer,Eco,1406.0,2.0,2.0,1.0,2.0,3.0,5.0,4.0,5.0,0.0,0.0
satisfied,Female,67.0,Loyal Customer,Eco,712.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,9.0,94.0
dissatisfied,Male,37.0,Loyal Customer,Eco,1978.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,4.0,5.0,0.0
satisfied,Female,69.0,Loyal Customer,Business,786.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,56.0,Loyal Customer,Eco,609.0,5.0,5.0,2.0,2.0,3.0,5.0,3.0,3.0,0.0,0.0
satisfied,Female,19.0,Loyal Customer,Eco,973.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Male,27.0,Loyal Customer,Eco,1519.0,5.0,5.0,1.0,5.0,5.0,3.0,4.0,4.0,0.0,0.0
dissatisfied,Female,32.0,Loyal Customer,Eco,1882.0,4.0,4.0,5.0,4.0,1.0,4.0,1.0,3.0,0.0,0.0
satisfied,Female,68.0,Loyal Customer,Eco,292.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0
dissatisfied,Male,55.0,Loyal Customer,Eco,1522.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,0.0,7.0
satisfied,Female,46.0,Loyal Customer,Business,456.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,17.0,13.0
satisfied,Female,49.0,Loyal Customer,Eco,1291.0,4.0,5.0,3.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,32.0,Loyal Customer,Eco,1656.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,54.0,Loyal Customer,Eco,422.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,18.0,22.0
dissatisfied,Male,40.0,Loyal Customer,Eco,1652.0,1.0,4.0,1.0,4.0,4.0,5.0,3.0,4.0,32.0,31.0
satisfied,Male,59.0,Loyal Customer,Eco,2476.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,4.0,0.0,0.0
dissatisfied,Male,34.0,Loyal Customer,Eco,2231.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,22.0,11.0
dissatisfied,Male,37.0,Loyal Customer,Eco,2039.0,2.0,2.0,5.0,2.0,3.0,5.0,4.0,4.0,38.0,27.0
satisfied,Female,19.0,Loyal Customer,Eco,1213.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,0.0,0.0
