id,published,subject,level,price,subscribers,reviews,lectures,duration
800,2015-01-13,Musical Instruments,Beginner Level,2.2,3,0,5,0.533333333333333
801,2015-08-13,Business Finance,All Levels,10.4,2697,331,15,1
802,2015-11-10,Musical Instruments,All Levels,6.1,747,5,28,1
803,2016-12-09,Graphic Design,All Levels,7.8,1905,12,14,0.733333333333333
804,2015-03-24,Musical Instruments,All Levels,1.7,1,0,10,1
805,2016-01-28,Web Development,Beginner Level,1.7,1154,12,71,6
806,2016-02-13,Musical Instruments,Intermediate Level,3.9,198,11,34,5
807,2016-11-20,Musical Instruments,All Levels,3.5,100,15,14,1.5
808,2016-01-12,Business Finance,All Levels,1.7,1964,47,15,1.5
809,2014-09-22,Business Finance,All Levels,1.7,49,10,13,2
810,2016-12-08,Musical Instruments,Intermediate Level,4.3,3157,375,32,3
811,2016-02-05,Graphic Design,All Levels,2.2,6215,86,17,2
812,2016-06-21,Graphic Design,All Levels,0,5301,125,77,6.5
813,2014-11-08,Business Finance,Beginner Level,1.7,135,20,24,4
814,2015-01-29,Business Finance,All Levels,8.3,302,6,19,2
815,2015-11-25,Business Finance,Beginner Level,0,3426,27,14,1
816,2016-04-27,Business Finance,All Levels,1.7,265,16,17,1
817,2015-04-15,Musical Instruments,All Levels,4.3,225,19,106,6
818,2016-11-14,Musical Instruments,All Levels,4.3,1249,6,69,1.5
819,2015-08-17,Graphic Design,All Levels,2.6,293,32,44,7
820,2015-10-09,Graphic Design,Beginner Level,0,817,42,18,5
821,2016-05-26,Business Finance,All Levels,1.7,9,2,25,3
822,2015-01-05,Graphic Design,All Levels,1.7,481,15,66,5.5
823,2015-11-13,Web Development,All Levels,2.2,8234,1111,110,7.5
824,2014-02-10,Business Finance,All Levels,0,9995,96,10,2
825,2016-08-13,Musical Instruments,All Levels,3.5,33,3,20,1.5
826,2015-10-09,Business Finance,All Levels,0,8236,144,25,5
827,2016-05-23,Business Finance,Beginner Level,1.7,2,0,24,2
828,2016-02-17,Graphic Design,Beginner Level,1.7,155,36,90,5
829,2015-09-17,Business Finance,Beginner Level,4.3,2692,25,25,1.5
830,2015-05-20,Business Finance,Intermediate Level,1.7,11,1,6,1
831,2015-05-26,Business Finance,All Levels,17.4,1079,34,16,2.5
832,2015-01-01,Musical Instruments,Beginner Level,4.3,500,39,74,5
833,2015-01-21,Graphic Design,All Levels,7.4,105,4,41,2
834,2016-12-14,Business Finance,Beginner Level,1.7,27,4,15,1.5
835,2016-02-03,Business Finance,All Levels,2.6,3607,21,19,1.5
836,2016-03-02,Business Finance,All Levels,1.7,984,3,41,4
837,2015-07-02,Business Finance,Beginner Level,2.6,1278,33,23,0.716666666666667
838,2016-01-21,Business Finance,All Levels,3,81,8,33,1
839,2015-02-20,Graphic Design,All Levels,17.4,919,57,56,5.5
840,2015-12-17,Business Finance,All Levels,0,1888,42,25,2
841,2015-08-19,Graphic Design,Beginner Level,1.7,108,3,44,5.5
842,2016-08-27,Graphic Design,All Levels,1.7,2420,27,21,1.5
843,2016-05-30,Business Finance,All Levels,3.9,2507,333,40,2
844,2016-10-25,Musical Instruments,All Levels,5.2,1227,2,26,0.633333333333333
845,2016-06-05,Graphic Design,Beginner Level,4.3,2424,29,15,1.5
846,2015-09-04,Graphic Design,Intermediate Level,13,300,40,77,4.5
847,2016-03-14,Web Development,Beginner Level,17.4,2918,16,17,1
848,2016-12-27,Musical Instruments,All Levels,10,5292,38,85,10.5
849,2015-03-19,Musical Instruments,Beginner Level,0,3160,47,22,1
850,2016-11-07,Business Finance,All Levels,17.4,31,8,34,5.5
851,2015-09-12,Web Development,All Levels,8.7,1385,89,97,11
852,2015-06-20,Graphic Design,All Levels,17.4,4961,38,29,2
853,2014-02-10,Business Finance,All Levels,4.3,592,109,24,5.5
854,2015-09-01,Musical Instruments,Intermediate Level,6.5,927,35,123,11.5
855,2015-10-22,Web Development,All Levels,13,9384,21,16,1.5
856,2014-04-30,Musical Instruments,All Levels,4.3,4,0,16,4
857,2015-09-29,Business Finance,All Levels,1.7,2235,3,9,1
858,2016-05-24,Business Finance,Intermediate Level,8.7,46,11,24,2.5
859,2014-01-31,Business Finance,All Levels,1.7,237,1,17,1.5
860,2016-10-10,Business Finance,All Levels,17,8575,809,110,5.5
861,2016-07-08,Graphic Design,Beginner Level,1.7,13,6,12,1
862,2015-07-26,Musical Instruments,Beginner Level,0,5188,410,58,3
863,2014-07-20,Graphic Design,Beginner Level,1.7,11,4,59,7
864,2016-06-20,Business Finance,All Levels,17.4,3255,340,102,8.5
865,2016-10-05,Business Finance,Intermediate Level,0,2955,43,30,2
866,2016-05-30,Musical Instruments,All Levels,1.7,284,3,12,1
867,2016-05-27,Graphic Design,All Levels,2.2,426,63,28,3
868,2016-05-03,Business Finance,All Levels,4.3,3917,45,7,1
869,2015-06-05,Business Finance,All Levels,1.7,911,2,18,1.5
870,2016-02-03,Business Finance,Expert Level,4.3,353,21,17,1.5
871,2016-04-21,Web Development,All Levels,13,8496,1838,308,29.5
872,2016-08-14,Graphic Design,All Levels,8.7,32,4,21,5
873,2015-09-15,Business Finance,All Levels,4.3,206,13,50,10
874,2016-11-09,Business Finance,Beginner Level,13,3979,40,39,5
875,2015-01-30,Business Finance,Intermediate Level,4.3,10,1,5,1
876,2016-03-24,Musical Instruments,Intermediate Level,2.6,12,2,13,2
877,2016-04-28,Business Finance,All Levels,1.7,668,10,11,0.566666666666667
878,2014-04-30,Musical Instruments,All Levels,4.3,3,0,39,5.5
879,2015-08-20,Musical Instruments,All Levels,8.3,4982,276,240,23
880,2016-02-26,Musical Instruments,Beginner Level,8.3,11,0,41,3
881,2015-03-18,Web Development,All Levels,8.3,1811,118,36,3.5
882,2016-07-18,Business Finance,All Levels,1.7,1027,29,25,1.5
883,2016-12-05,Business Finance,Beginner Level,4.3,1916,38,23,1
884,2014-03-07,Business Finance,All Levels,1.7,209,33,33,70
885,2016-03-09,Musical Instruments,Beginner Level,8.3,3,0,41,2.5
886,2016-06-30,Business Finance,All Levels,1.7,34,4,9,8
887,2015-11-11,Business Finance,All Levels,17.4,358,8,21,2.5
888,2015-11-13,Business Finance,All Levels,0,5768,109,12,1.5
889,2016-05-17,Graphic Design,All Levels,1.7,14,5,13,1
890,2016-08-10,Business Finance,All Levels,13,2893,65,62,2
891,2015-03-08,Business Finance,All Levels,3.5,149,0,49,4.5
892,2016-06-01,Musical Instruments,Beginner Level,1.7,53,5,39,3
893,2016-01-22,Business Finance,All Levels,11.3,315,49,41,5
894,2016-10-28,Musical Instruments,All Levels,14.8,245,26,93,4.5
895,2015-03-23,Graphic Design,All Levels,2.2,3,3,12,0.666666666666667
896,2016-04-27,Business Finance,Beginner Level,6.5,76,13,77,6
897,2015-07-10,Graphic Design,Beginner Level,1.7,1002,29,44,6.5
898,2016-06-21,Business Finance,All Levels,1.7,543,14,11,0.6
899,2015-02-19,Business Finance,All Levels,1.7,1189,12,15,1.5
900,2015-10-13,Business Finance,Intermediate Level,1.7,1951,30,20,0.55
901,2015-09-20,Business Finance,All Levels,1.7,2239,4,7,1
902,2015-08-03,Business Finance,All Levels,4.3,22,5,60,2.5
903,2016-05-25,Business Finance,Beginner Level,2.6,41,3,37,3
904,2014-08-05,Business Finance,All Levels,2.2,5685,5,12,3.5
905,2015-11-30,Business Finance,Intermediate Level,3.5,5,2,16,1.5
906,2015-06-12,Musical Instruments,Beginner Level,1.7,1026,13,19,0.516666666666667
907,2014-08-29,Business Finance,All Levels,0,17160,620,23,1
908,2015-01-20,Graphic Design,Beginner Level,1.7,970,9,34,2
909,2016-09-25,Business Finance,All Levels,5.2,164,3,22,1.5
910,2015-01-27,Business Finance,All Levels,1.7,1255,8,38,3
911,2015-10-09,Business Finance,All Levels,3.9,2230,102,10,1.5
912,2016-06-07,Business Finance,Intermediate Level,1.7,176,2,12,2.5
913,2016-09-26,Graphic Design,All Levels,4.3,12,1,15,1.5
914,2014-01-10,Web Development,All Levels,8.3,9375,219,43,7
915,2016-01-22,Musical Instruments,Beginner Level,1.7,28,7,72,4
916,2015-07-14,Business Finance,All Levels,1.7,4497,281,11,1
917,2016-09-18,Graphic Design,All Levels,15.2,1197,55,98,16.5
918,2015-05-25,Graphic Design,All Levels,17,121,9,77,7.5
919,2015-08-11,Graphic Design,All Levels,1.7,593,3,13,0.7
920,2016-01-21,Business Finance,All Levels,5.2,1922,149,15,20
921,2015-03-22,Graphic Design,Beginner Level,8.3,1418,57,19,1.5
922,2015-12-15,Musical Instruments,Beginner Level,3.5,868,8,62,3.5
923,2015-10-14,Business Finance,All Levels,4.3,1566,48,25,2.5
924,2016-10-22,Musical Instruments,All Levels,2.6,9,1,24,2
925,2016-03-02,Musical Instruments,Beginner Level,1.7,1814,28,22,2
926,2016-06-14,Web Development,All Levels,8.7,16409,589,74,4
927,2014-06-30,Business Finance,Beginner Level,2.6,517,5,17,14.5
928,2016-06-28,Musical Instruments,Beginner Level,3.5,1638,3,17,1.5
929,2016-03-29,Business Finance,All Levels,8.3,55,9,15,1
930,2014-11-14,Business Finance,Intermediate Level,2.2,1888,6,11,1
931,2016-04-08,Musical Instruments,All Levels,4.3,61,5,36,7
932,2016-02-05,Graphic Design,All Levels,1.7,4,3,7,0.516666666666667
933,2014-03-02,Musical Instruments,Intermediate Level,3,162,3,14,2
934,2014-08-24,Web Development,All Levels,1.7,2320,114,43,6
935,2014-05-09,Musical Instruments,All Levels,4.3,7,0,31,3.5
936,2015-01-01,Musical Instruments,Intermediate Level,4.3,98,6,73,5.5
937,2016-02-10,Business Finance,All Levels,3.9,1119,22,18,1
938,2014-12-08,Business Finance,All Levels,4.3,80,10,13,2.5
939,2016-11-07,Web Development,Intermediate Level,8.3,1087,220,32,3.5
940,2016-07-18,Musical Instruments,All Levels,3.5,29,4,22,1.5
941,2014-08-07,Musical Instruments,Beginner Level,0,14495,224,21,2
942,2016-10-28,Business Finance,Beginner Level,2.2,781,7,8,0.65
943,2016-01-28,Business Finance,Intermediate Level,1.7,194,24,19,3.5
944,2016-12-13,Business Finance,Intermediate Level,17.4,1276,45,26,2
945,2014-12-23,Business Finance,All Levels,8.3,739,28,45,2
946,2016-07-28,Musical Instruments,All Levels,4.3,41,0,43,2
947,2015-09-05,Business Finance,Beginner Level,4.3,1168,5,26,5.5
948,2015-06-22,Graphic Design,All Levels,17,2228,96,51,4.5
949,2016-08-25,Business Finance,All Levels,8.3,810,27,61,2.5
950,2015-12-30,Graphic Design,All Levels,6.1,211,34,66,6.5
951,2016-07-05,Business Finance,Beginner Level,1.7,1092,48,13,1
952,2016-06-28,Business Finance,Intermediate Level,2.6,2,1,10,1.5
953,2016-12-03,Business Finance,Beginner Level,0,505,43,10,1.5
954,2014-12-27,Business Finance,All Levels,4.3,874,2,120,13.5
955,2015-04-09,Business Finance,Beginner Level,2.6,66,16,11,1
956,2015-09-15,Business Finance,Intermediate Level,2.6,3,0,12,1.5
957,2016-05-06,Musical Instruments,All Levels,4.3,1039,29,9,1.5
958,2015-04-08,Graphic Design,All Levels,3.9,774,39,35,2.5
959,2016-02-12,Musical Instruments,All Levels,3.9,198,21,15,2.5
960,2014-07-24,Business Finance,All Levels,8.3,1730,12,12,1.5
961,2014-06-02,Business Finance,Intermediate Level,1.7,212,25,14,1.5
962,2016-06-29,Musical Instruments,Beginner Level,3.5,113,4,18,1.5
963,2014-10-05,Business Finance,All Levels,8.3,1741,85,84,7
964,2015-02-24,Business Finance,Beginner Level,2.2,2650,5,17,1
965,2015-04-20,Business Finance,All Levels,1.7,1542,1,24,2
966,2016-06-29,Business Finance,Beginner Level,1.7,45,10,47,4.5
967,2014-12-06,Business Finance,All Levels,15.7,621,1,107,14.5
968,2015-02-20,Business Finance,Beginner Level,8.3,12394,218,30,2.5
969,2016-03-07,Musical Instruments,Beginner Level,4.3,492,10,17,1.5
970,2015-03-16,Graphic Design,All Levels,1.7,837,4,26,2
971,2016-03-03,Business Finance,All Levels,7,1187,6,6,0.7
972,2015-03-31,Business Finance,All Levels,1.7,2383,6,19,2.5
973,2015-05-01,Business Finance,Beginner Level,1.7,520,10,9,0.533333333333333
974,2015-05-25,Graphic Design,All Levels,17.4,2911,17,35,5
975,2015-10-26,Musical Instruments,Beginner Level,6.1,1018,12,22,5
976,2015-04-06,Business Finance,All Levels,2.2,132,3,14,1.5
977,2016-05-20,Business Finance,All Levels,1.7,605,3,14,1
978,2016-04-06,Business Finance,All Levels,4.3,7,4,29,3.5
979,2016-08-19,Graphic Design,Beginner Level,8.7,739,12,15,1.5
980,2015-07-06,Musical Instruments,Beginner Level,1.7,41,3,48,2
981,2014-06-27,Musical Instruments,All Levels,2.2,1589,52,39,2
982,2016-03-23,Business Finance,All Levels,13,1224,42,14,0.55
983,2015-09-28,Graphic Design,All Levels,4.3,17,1,12,1
984,2016-11-16,Musical Instruments,Beginner Level,7,21,3,38,2.5
985,2014-10-03,Business Finance,All Levels,0,2122,30,15,2.5
986,2014-07-19,Musical Instruments,Beginner Level,0,3167,161,34,0.616666666666667
987,2016-03-15,Web Development,Beginner Level,8.7,4442,23,28,2
988,2016-09-27,Graphic Design,All Levels,2.6,65,8,20,1.5
989,2015-12-22,Graphic Design,Beginner Level,5.2,190,25,36,2
990,2014-11-08,Business Finance,Intermediate Level,4.3,1097,252,10,1
991,2016-08-29,Business Finance,All Levels,1.7,44,6,55,10
992,2016-10-11,Graphic Design,Beginner Level,4.3,1323,136,225,78.5
993,2015-03-26,Graphic Design,All Levels,1.7,99,10,9,1.5
994,2014-10-24,Graphic Design,All Levels,7.4,167,14,30,2.5
995,2015-05-22,Business Finance,All Levels,2.6,1311,2,12,1.5
996,2016-04-02,Graphic Design,Beginner Level,1.7,775,5,6,1
997,2016-01-10,Graphic Design,All Levels,4.3,341,57,35,7
998,2015-01-15,Business Finance,All Levels,2.2,2924,6,11,1.5
999,2016-04-08,Musical Instruments,All Levels,4.3,36,0,42,6.5
1000,2014-07-31,Business Finance,Intermediate Level,3,104,2,16,1.5
1001,2014-12-08,Graphic Design,All Levels,3.9,709,14,31,2.5
1002,2015-04-09,Web Development,All Levels,0,26697,1097,20,1
1003,2014-12-03,Business Finance,All Levels,8.3,2240,185,44,2.5
1004,2015-06-09,Musical Instruments,All Levels,1.7,36,6,30,2
1005,2014-09-10,Graphic Design,All Levels,4.3,18,1,7,1
1006,2016-09-02,Business Finance,All Levels,8.3,507,19,59,2
1007,2015-02-23,Web Development,All Levels,5.2,14813,1358,74,13.5
1008,2016-12-01,Web Development,All Levels,4.3,417,65,109,13
1009,2015-01-29,Graphic Design,All Levels,1.7,1081,11,47,8
1010,2015-08-04,Business Finance,Beginner Level,3.5,108,2,37,3.5
1011,2014-02-12,Web Development,Beginner Level,0,19909,411,17,3
1012,2016-08-27,Graphic Design,Beginner Level,0,5086,197,12,1
1013,2015-06-08,Graphic Design,All Levels,17.4,668,5,16,2.5
1014,2015-11-19,Business Finance,All Levels,4.3,1732,11,12,0.683333333333333
1015,2015-09-22,Musical Instruments,All Levels,4.3,156,4,62,3
1016,2015-01-17,Graphic Design,All Levels,1.7,27,3,54,3
1017,2014-06-26,Business Finance,Intermediate Level,0,5874,207,9,2
1018,2015-07-07,Business Finance,All Levels,17.4,1699,40,28,3.5
1019,2014-11-24,Business Finance,Beginner Level,1.7,45,4,6,1
1020,2015-04-15,Musical Instruments,Beginner Level,4.3,205,11,77,5
1021,2015-04-20,Business Finance,Beginner Level,1.7,106,14,24,0.566666666666667
1022,2015-04-27,Graphic Design,Beginner Level,10,1087,6,24,2
1023,2014-11-20,Musical Instruments,Intermediate Level,3.9,181,17,25,2.5
1024,2015-02-26,Graphic Design,Intermediate Level,1.7,780,5,5,0.716666666666667
1025,2015-08-13,Graphic Design,Beginner Level,3,177,8,24,1.5
1026,2014-10-08,Graphic Design,Beginner Level,7,806,53,28,2.5
1027,2015-07-08,Graphic Design,Beginner Level,1.7,32,10,5,0.7
1028,2016-03-21,Musical Instruments,Beginner Level,1.7,1981,28,38,2
1029,2016-10-29,Web Development,Intermediate Level,17,16282,303,159,18.5
1030,2015-01-27,Graphic Design,All Levels,5.2,528,9,20,1.5
1031,2015-06-01,Business Finance,Beginner Level,1.7,1403,6,14,2
1032,2014-05-09,Musical Instruments,All Levels,4.3,10,0,23,4
1033,2014-07-21,Business Finance,All Levels,2.6,110,6,25,4
1034,2016-02-29,Business Finance,All Levels,2.2,42,14,11,0.683333333333333
1035,2015-03-05,Graphic Design,Beginner Level,17.4,5471,72,39,6.5
1036,2016-05-25,Business Finance,Expert Level,17.4,2715,70,20,4
1037,2016-06-16,Business Finance,Beginner Level,1.7,10,1,5,0.6
1038,2016-08-17,Web Development,All Levels,0,13535,473,18,1.5
1039,2015-08-09,Graphic Design,All Levels,1.7,34,4,11,2
1040,2016-04-07,Business Finance,All Levels,4.3,2,0,22,2
1041,2015-03-22,Graphic Design,All Levels,1.7,802,10,30,2
1042,2014-11-30,Business Finance,All Levels,2.2,521,60,27,2.5
1043,2014-02-11,Business Finance,All Levels,1.7,205,1,5,1
1044,2016-08-10,Business Finance,All Levels,17.4,494,16,19,1
1045,2016-05-03,Business Finance,All Levels,10.4,357,71,20,2
1046,2015-08-13,Business Finance,All Levels,4.3,30,3,6,1
1047,2016-05-27,Web Development,All Levels,6.5,5022,38,13,1
1048,2016-10-03,Business Finance,Beginner Level,0,5077,256,16,1.5
1049,2015-08-11,Business Finance,All Levels,3.5,315,28,19,2
1050,2015-07-16,Business Finance,All Levels,13,912,27,81,2.5
1051,2016-11-24,Graphic Design,Intermediate Level,2.2,447,2,10,1
1052,2016-04-13,Musical Instruments,Intermediate Level,3.5,37,3,19,2
1053,2016-06-23,Graphic Design,All Levels,2.6,1,0,34,3.5
1054,2016-03-23,Musical Instruments,Beginner Level,8.3,51,7,42,3
1055,2015-06-01,Business Finance,All Levels,6.5,47,5,27,2.5
1056,2015-09-17,Graphic Design,Beginner Level,1.7,1679,24,15,1
1057,2015-08-31,Business Finance,All Levels,17.4,869,135,11,2
1058,2016-02-28,Web Development,All Levels,5.2,1599,26,49,3
1059,2016-04-26,Graphic Design,Beginner Level,1.7,437,7,76,5
1060,2015-09-23,Musical Instruments,All Levels,4.3,46,0,91,7
1061,2016-11-26,Business Finance,All Levels,13,1680,158,76,5.5
1062,2016-09-07,Graphic Design,All Levels,1.7,1606,8,9,0.733333333333333
1063,2014-04-02,Graphic Design,Beginner Level,1.7,3,1,9,1.5
1064,2014-08-18,Musical Instruments,Beginner Level,1.7,13,3,9,1
1065,2016-04-06,Graphic Design,Beginner Level,4.3,1146,41,5,0.55
1066,2015-10-19,Musical Instruments,Beginner Level,1.7,22,0,10,0.6
1067,2016-09-10,Graphic Design,Beginner Level,1.7,40,2,8,1.5
1068,2016-07-08,Web Development,Intermediate Level,6.5,1696,193,60,10
1069,2016-02-01,Musical Instruments,Beginner Level,8.7,1987,7,43,3
1070,2016-09-13,Musical Instruments,Beginner Level,0,3481,29,20,2
1071,2016-08-04,Web Development,Intermediate Level,3.5,1469,237,120,19
1072,2014-02-05,Business Finance,Intermediate Level,16.5,126,20,47,12.5
1073,2015-04-20,Business Finance,Intermediate Level,1.7,2283,54,16,2
1074,2015-12-01,Musical Instruments,Beginner Level,1.7,630,25,27,1
1075,2015-12-18,Business Finance,Beginner Level,17,360,24,12,2.5
1076,2014-02-27,Business Finance,Intermediate Level,3.5,188,7,48,6.5
1077,2014-05-19,Musical Instruments,All Levels,4.3,4,0,26,3
1078,2015-02-17,Business Finance,Beginner Level,8.7,1573,122,43,5.5
1079,2014-11-28,Business Finance,Intermediate Level,2.2,1184,2,7,1.5
1080,2016-03-20,Musical Instruments,Intermediate Level,0,970,14,9,1
1081,2015-10-04,Musical Instruments,All Levels,3,19,1,4,0.55
1082,2016-03-12,Business Finance,All Levels,3,83,8,21,1
1083,2014-06-30,Musical Instruments,Beginner Level,7.4,228,26,215,10.5
1084,2015-09-07,Business Finance,Intermediate Level,8.3,1580,26,14,1
1085,2015-08-23,Business Finance,Beginner Level,1.7,5,2,59,2
1086,2016-02-24,Business Finance,Beginner Level,0,17847,1440,17,1
1087,2014-05-19,Musical Instruments,All Levels,4.3,17,1,22,2.5
1088,2016-05-17,Graphic Design,All Levels,8.3,505,88,78,11.5
1089,2015-06-17,Graphic Design,All Levels,4.3,18,2,30,1
1090,2015-10-14,Graphic Design,Beginner Level,4.3,1098,3,34,1.5
1091,2016-03-31,Musical Instruments,Beginner Level,4.3,85,2,30,1.5
1092,2015-09-16,Business Finance,Intermediate Level,4.3,4034,8,40,3
1093,2015-01-22,Musical Instruments,Intermediate Level,2.2,196,16,35,2.5
1094,2015-07-21,Musical Instruments,Beginner Level,4.3,5,1,8,1
1095,2014-08-23,Graphic Design,All Levels,1.7,3390,49,29,4.5
1096,2014-12-27,Musical Instruments,Beginner Level,3,480,12,123,7
1097,2014-05-20,Business Finance,All Levels,1.7,3870,12,90,9
1098,2016-06-27,Musical Instruments,Intermediate Level,4.3,3312,107,21,1.5
1099,2014-10-14,Business Finance,All Levels,1.7,45,2,49,8.5
1100,2015-10-19,Musical Instruments,Beginner Level,1.7,19,1,9,0.533333333333333
1101,2015-11-02,Musical Instruments,All Levels,6.1,769,10,33,1
1102,2014-05-27,Business Finance,Intermediate Level,0,29167,1463,8,1.5
1103,2015-08-24,Business Finance,Beginner Level,4.3,16,1,48,3.5
1104,2014-03-18,Musical Instruments,Intermediate Level,4.3,215,5,80,4
1105,2016-02-26,Graphic Design,Beginner Level,8.7,3377,20,15,2
1106,2014-11-24,Web Development,All Levels,17,6073,627,66,9
1107,2016-12-20,Business Finance,All Levels,0,2768,83,10,1
1108,2015-09-29,Business Finance,Beginner Level,1.7,1393,27,21,2
1109,2016-08-08,Graphic Design,All Levels,1.7,651,5,12,0.666666666666667
1110,2016-05-24,Musical Instruments,Beginner Level,2.6,7,2,13,1
1111,2015-12-11,Musical Instruments,All Levels,1.7,823,11,10,0.7
1112,2015-01-30,Business Finance,All Levels,8.3,2917,148,23,2.5
1113,2016-03-06,Business Finance,All Levels,1.7,1369,17,31,1.5
1114,2015-10-02,Musical Instruments,Beginner Level,4.8,117,12,10,1
1115,2016-03-18,Business Finance,Beginner Level,2.2,129,21,8,0.566666666666667
1116,2014-10-02,Graphic Design,Beginner Level,2.2,92,3,15,3.5
1117,2016-02-21,Business Finance,Beginner Level,5.7,1540,178,26,1
1118,2016-06-20,Graphic Design,Beginner Level,2.2,72,13,40,4
1119,2016-03-29,Musical Instruments,All Levels,6.5,4,0,16,1
1120,2015-02-15,Business Finance,All Levels,0,2079,258,25,2
1121,2015-12-17,Musical Instruments,Beginner Level,1.7,3,0,35,2.5
1122,2016-12-22,Musical Instruments,All Levels,4.8,42,5,19,1.5
1123,2016-07-13,Business Finance,All Levels,4.3,209,13,37,7
1124,2015-08-25,Web Development,All Levels,17,9421,73,36,3.5
1125,2016-01-29,Business Finance,All Levels,10,1284,230,45,4.5
1126,2015-06-09,Musical Instruments,Beginner Level,1.7,11,2,183,2
1127,2015-01-22,Musical Instruments,Beginner Level,1.7,7,1,46,2
1128,2016-12-14,Graphic Design,Beginner Level,7,8,1,43,5.5
1129,2014-10-29,Musical Instruments,Beginner Level,4.3,460,27,131,8
1130,2016-01-14,Graphic Design,Beginner Level,0,637,21,22,2.5
1131,2016-05-30,Musical Instruments,Beginner Level,0,6292,183,38,1
1132,2015-04-20,Musical Instruments,All Levels,17.4,382,21,25,2.5
1133,2014-10-27,Business Finance,All Levels,17.4,20195,1113,227,16
1134,2015-01-07,Web Development,All Levels,4.3,11262,142,18,2
1135,2016-05-24,Business Finance,All Levels,17.4,897,22,21,2
1136,2016-05-12,Musical Instruments,All Levels,1.7,19,4,83,3.5
1137,2015-12-29,Graphic Design,All Levels,13,2476,466,96,11
1138,2016-01-15,Business Finance,All Levels,17.4,1240,17,20,2.5
1139,2016-01-13,Business Finance,All Levels,0,1089,50,27,3
1140,2016-03-17,Graphic Design,Intermediate Level,0,4294,143,15,1
1141,2014-10-29,Musical Instruments,Beginner Level,4.3,707,116,108,7
1142,2016-05-24,Musical Instruments,All Levels,4.3,44,2,40,7.5
1143,2016-01-14,Web Development,All Levels,0,10780,110,19,1
1144,2015-09-25,Business Finance,All Levels,8.7,45,4,31,1.5
1145,2016-10-24,Musical Instruments,All Levels,17.4,1449,136,88,7
1146,2015-02-13,Business Finance,Beginner Level,2.6,23,1,19,1
1147,2016-12-19,Business Finance,Intermediate Level,3.9,2174,74,51,2.5
1148,2015-04-06,Business Finance,Beginner Level,3.5,99,17,27,1
1149,2016-08-24,Business Finance,All Levels,0,1318,7,27,2
1150,2015-08-05,Musical Instruments,Beginner Level,1.7,776,79,89,4
1151,2016-03-21,Web Development,All Levels,17.4,11492,174,118,24.5
1152,2015-06-24,Graphic Design,All Levels,1.7,509,4,15,0.533333333333333
1153,2015-04-24,Business Finance,All Levels,1.7,731,2,8,1
1154,2015-04-10,Musical Instruments,Intermediate Level,1.7,13,1,72,2
1155,2015-11-12,Business Finance,All Levels,1.7,6,2,13,1.5
1156,2016-04-13,Musical Instruments,Intermediate Level,3.5,56,3,28,2
1157,2016-06-14,Business Finance,Beginner Level,4.3,249,14,39,2.5
1158,2015-11-12,Musical Instruments,Beginner Level,8.7,3371,175,42,3
1159,2015-11-25,Musical Instruments,Beginner Level,1.7,59,6,15,1
1160,2015-09-15,Graphic Design,All Levels,1.7,113,9,48,9
1161,2016-04-27,Graphic Design,Beginner Level,10.9,10,3,55,2.5
1162,2016-06-13,Graphic Design,Beginner Level,17,13,5,26,1
1163,2015-10-15,Graphic Design,Beginner Level,2.6,276,54,27,1.5
1164,2016-05-31,Graphic Design,Beginner Level,3.5,797,13,70,14
1165,2016-02-21,Musical Instruments,Beginner Level,3.5,475,125,36,2
1166,2016-12-21,Business Finance,All Levels,8.3,57,13,14,1.5
1167,2014-05-19,Business Finance,Beginner Level,1.7,578,7,34,6
1168,2015-11-11,Graphic Design,Beginner Level,13.5,2911,29,37,2
1169,2015-08-01,Musical Instruments,Beginner Level,3.5,496,6,14,1
1170,2016-03-02,Musical Instruments,All Levels,4.3,659,4,46,3.5
1171,2016-10-13,Web Development,Beginner Level,3.5,4144,383,43,5.5
1172,2015-12-16,Business Finance,All Levels,12.6,335,16,26,1.5
1173,2014-03-12,Musical Instruments,Beginner Level,2.2,192,21,17,1.5
1174,2016-04-27,Musical Instruments,Beginner Level,0,1876,109,11,0.55
1175,2015-04-08,Business Finance,Expert Level,4.3,152,6,14,3.5
1176,2016-02-15,Musical Instruments,Intermediate Level,3,45,5,15,1.5
1177,2014-05-09,Musical Instruments,All Levels,4.3,10,4,22,2.5
1178,2016-02-03,Musical Instruments,Intermediate Level,2.2,38,7,51,4.5
1179,2016-11-25,Musical Instruments,Beginner Level,3.9,66,9,8,1
1180,2014-09-25,Graphic Design,All Levels,9.1,5950,25,29,2.5
1181,2014-04-23,Business Finance,All Levels,0,19614,635,14,1.5
1182,2016-01-22,Business Finance,Beginner Level,4.3,33,4,40,4.5
1183,2016-09-23,Musical Instruments,All Levels,3.5,13,1,24,1.5
1184,2014-03-22,Business Finance,All Levels,1.7,293,14,59,8
1185,2014-05-19,Musical Instruments,All Levels,4.3,3,1,20,3
1186,2015-05-05,Business Finance,All Levels,1.7,2317,44,22,2
1187,2016-04-24,Musical Instruments,Beginner Level,2.6,31,4,5,1
1188,2016-12-29,Graphic Design,All Levels,2.6,129,27,43,9
1189,2015-01-08,Graphic Design,All Levels,1.7,1452,21,27,2
1190,2014-05-14,Musical Instruments,Beginner Level,1.7,11,1,48,1
1191,2016-12-22,Graphic Design,Beginner Level,1.7,272,11,12,2
1192,2015-10-28,Business Finance,All Levels,0,2119,111,54,2
1193,2014-05-13,Musical Instruments,All Levels,1.7,228,2,64,8
